MUNICIPIO;QUANTIDADE
231230 São Benedito;505
231240 São Gonçalo do Amarante;874
231250 São João do Jaguaribe;98
231260 São Luís do Curu;104
231270 Senador Pompeu;278
231280 Senador Sá;49
231290 Sobral;4319
231300 Solonópole;272
231310 Tabuleiro do Norte;328
231320 Tamboril;292
231325 Tarrafas;76
231330 Tauá;793
231335 Tejuçuoca;133
231340 Tianguá;830
231350 Trairi;421
231355 Tururu;129
231360 Ubajara;321
231370 Umari;87
231375 Umirim;105
231380 Uruburetama;156
231390 Uruoca;216
231395 Varjota;192
231400 Várzea Alegre;299
231410 Viçosa do Ceará;499
240010 Acari;111
240020 Açu;767
240030 Afonso Bezerra;88
240040 Água Nova;41
240050 Alexandria;285
240060 Almino Afonso;81
240070 Alto do Rodrigues;110
240080 Angicos;146
240090 Antônio Martins;87
240100 Apodi;425
240110 Areia Branca;325
240120 Arês;126
240130 Augusto Severo;106
240140 Baía Formosa;94
240145 Baraúna;319
240150 Barcelona;70
240160 Bento Fernandes;69
240165 Bodó;45
240170 Bom Jesus;87
240180 Brejinho;124
240185 Caiçara do Norte;67
240190 Caiçara do Rio do Vento;66
240200 Caicó;1236
240210 Campo Redondo;140
240220 Canguaretama;285
240230 Caraúbas;334
240240 Carnaúba dos Dantas;132
240250 Carnaubais;133
240260 Ceará-Mirim;738
240270 Cerro Corá;127
240280 Coronel Ezequiel;71
240290 Coronel João Pessoa;65
240300 Cruzeta;91
240310 Currais Novos;962
240320 Doutor Severiano;69
240330 Encanto;84
240340 Equador;78
240350 Espírito Santo;84
240360 Extremoz;277
240370 Felipe Guerra;77
240375 Fernando Pedroza;61
240380 Florânia;88
240390 Francisco Dantas;35
240400 Frutuoso Gomes;92
240410 Galinhos;59
240420 Goianinha;280
240430 Governador Dix-Sept Rosado;103
240440 Grossos;98
240450 Guamaré;669
240460 Ielmo Marinho;107
240470 Ipanguaçu;134
240480 Ipueira;46
240485 Itajá;111
240490 Itaú;64
240500 Jaçanã;106
240510 Jandaíra;78
240520 Janduís;101
240530 Januário Cicco;74
240540 Japi;77
240550 Jardim de Angicos;64
240560 Jardim de Piranhas;139
240570 Jardim do Seridó;147
240580 João Câmara;486
240590 João Dias;34
240600 José da Penha;68
240610 Jucurutu;233
240615 Jundiá;58
240620 Lagoa d'Anta;90
240630 Lagoa de Pedras;74
240640 Lagoa de Velhos;52
240650 Lagoa Nova;141
240660 Lagoa Salgada;65
240670 Lajes;180
240680 Lajes Pintadas;49
240690 Lucrécia;71
240700 Luís Gomes;91
240710 Macaíba;919
240720 Macau;360
240725 Major Sales;66
240730 Marcelino Vieira;54
240740 Martins;90
240750 Maxaranguape;107
240760 Messias Targino;56
240770 Montanhas;140
240780 Monte Alegre;224
240790 Monte das Gameleiras;41
240800 Mossoró;4392
240810 Natal;16267
240820 Nísia Floresta;216
240830 Nova Cruz;385
240840 Olho-d'Água do Borges;57
240850 Ouro Branco;52
240860 Paraná;101
240870 Paraú;64
240880 Parazinho;89
240890 Parelhas;297
240325 Parnamirim;2850
240910 Passa e Fica;108
240920 Passagem;34
240930 Patu;148
240940 Pau dos Ferros;1024
240950 Pedra Grande;80
240960 Pedra Preta;45
240970 Pedro Avelino;76
240980 Pedro Velho;170
240990 Pendências;143
241000 Pilões;48
241010 Poço Branco;187
241020 Portalegre;68
241025 Porto do Mangue;93
241040 Pureza;90
241050 Rafael Fernandes;51
241060 Rafael Godeiro;42
241070 Riacho da Cruz;45
241080 Riacho de Santana;39
241090 Riachuelo;64
240895 Rio do Fogo;171
241100 Rodolfo Fernandes;54
241110 Ruy Barbosa;50
241120 Santa Cruz;926
240933 Santa Maria;65
241140 Santana do Matos;122
241142 Santana do Seridó;66
241150 Santo Antônio;458
241160 São Bento do Norte;37
241170 São Bento do Trairí;41
241180 São Fernando;44
241190 São Francisco do Oeste;37
241200 São Gonçalo do Amarante;677
241210 São João do Sabugi;83
241220 São José de Mipibu;612
241230 São José do Campestre;134
241240 São José do Seridó;47
241250 São Miguel;226
241255 São Miguel do Gostoso;130
241260 São Paulo do Potengi;305
241270 São Pedro;57
241280 São Rafael;92
241290 São Tomé;97
241300 São Vicente;95
241310 Senador Elói de Souza;65
241320 Senador Georgino Avelino;80
241030 Serra Caiada;106
241330 Serra de São Bento;90
241335 Serra do Mel;103
241340 Serra Negra do Norte;87
241350 Serrinha;68
241355 Serrinha dos Pintos;52
241360 Severiano Melo;96
241370 Sítio Novo;50
241380 Taboleiro Grande;43
241390 Taipu;124
241400 Tangará;105
241410 Tenente Ananias;94
241415 Tenente Laurentino Cruz;83
241105 Tibau;117
241420 Tibau do Sul;152
241430 Timbaúba dos Batistas;47
241440 Touros;322
241445 Triunfo Potiguar;88
241450 Umarizal;86
241460 Upanema;170
241470 Várzea;54
241475 Venha-Ver;44
241480 Vera Cruz;103
241490 Viçosa;38
241500 Vila Flor;39
250010 Água Branca;136
250020 Aguiar;90
250030 Alagoa Grande;255
250040 Alagoa Nova;193
250050 Alagoinha;129
250053 Alcantil;93
250057 Algodão de Jandaíra;41
250060 Alhandra;273
250073 Amparo;44
250077 Aparecida;65
250080 Araçagi;142
250090 Arara;125
250100 Araruna;205
250110 Areia;270
250115 Areia de Baraúnas;31
250120 Areial;59
250130 Aroeiras;189
250135 Assunção;49
250140 Baía da Traição;143
250150 Bananeiras;216
250153 Baraúna;56
250160 Barra de Santa Rosa;133
250157 Barra de Santana;128
250170 Barra de São Miguel;55
250180 Bayeux;885
250190 Belém;259
250200 Belém do Brejo do Cruz;91
250205 Bernardino Batista;48
250210 Boa Ventura;63
250215 Boa Vista;79
250220 Bom Jesus;36
250230 Bom Sucesso;82
250240 Bonito de Santa Fé;123
250250 Boqueirão;253
250270 Borborema;47
250280 Brejo do Cruz;146
250290 Brejo dos Santos;49
250300 Caaporã;280
250310 Cabaceiras;80
250320 Cabedelo;911
250330 Cachoeira dos Índios;100
250340 Cacimba de Areia;55
250350 Cacimba de Dentro;141
250355 Cacimbas;71
250360 Caiçara;71
250370 Cajazeiras;1159
250375 Cajazeirinhas;57
250380 Caldas Brandão;66
250390 Camalaú;69
250400 Campina Grande;7359
250403 Capim;87
250407 Caraúbas;42
250410 Carrapateira;32
250415 Casserengue;64
250420 Catingueira;69
250430 Catolé do Rocha;390
250435 Caturité;65
250440 Conceição;225
250450 Condado;94
250460 Conde;260
250470 Congo;78
250480 Coremas;198
250485 Coxixola;24
250490 Cruz do Espírito Santo;114
250500 Cubati;67
250510 Cuité;294
250523 Cuité de Mamanguape;50
250520 Cuitegi;62
250527 Curral de Cima;78
250530 Curral Velho;25
250535 Damião;60
250540 Desterro;72
250560 Diamante;70
250570 Dona Inês;105
250580 Duas Estradas;51
250590 Emas;30
250600 Esperança;413
250610 Fagundes;96
250620 Frei Martinho;86
250625 Gado Bravo;71
250630 Guarabira;893
250640 Gurinhém;177
250650 Gurjão;48
250660 Ibiara;72
250260 Igaracy;66
250670 Imaculada;88
250680 Ingá;223
250690 Itabaiana;415
250700 Itaporanga;341
250710 Itapororoca;133
250720 Itatuba;88
250730 Jacaraú;160
250740 Jericó;83
250750 João Pessoa;14988
251365 Joca Claudino;41
250760 Juarez Távora;67
250770 Juazeirinho;180
250780 Junco do Seridó;64
250790 Juripiranga;126
250800 Juru;106
250810 Lagoa;48
250820 Lagoa de Dentro;89
250830 Lagoa Seca;256
250840 Lastro;37
250850 Livramento;78
250855 Logradouro;74
250860 Lucena;140
250870 Mãe d'Água;49
250880 Malta;57
250890 Mamanguape;848
250900 Manaíra;98
250905 Marcação;106
250910 Mari;191
250915 Marizópolis;61
250920 Massaranduba;133
250930 Mataraca;124
250933 Matinhas;42
250937 Mato Grosso;27
250939 Maturéia;59
250940 Mogeiro;122
250950 Montadas;55
250960 Monte Horebe;42
250970 Monteiro;622
250980 Mulungu;94
250990 Natuba;111
251000 Nazarezinho;59
251010 Nova Floresta;104
251020 Nova Olinda;68
251030 Nova Palmeira;65
251040 Olho d'Água;59
251050 Olivedos;40
251060 Ouro Velho;34
251065 Parari;26
251070 Passagem;25
251080 Patos;1809
251090 Paulista;122
251100 Pedra Branca;39
251110 Pedra Lavrada;109
251120 Pedras de Fogo;273
251272 Pedro Régis;50
251130 Piancó;472
251140 Picuí;396
251150 Pilar;134
251160 Pilões;64
251170 Pilõezinhos;49
251180 Pirpirituba;68
251190 Pitimbu;220
251200 Pocinhos;222
251203 Poço Dantas;43
251207 Poço de José de Moura;56
251210 Pombal;509
251220 Prata;61
251230 Princesa Isabel;438
251240 Puxinanã;94
251250 Queimadas;433
251260 Quixabá;27
251270 Remígio;163
251274 Riachão;55
251275 Riachão do Bacamarte;38
251276 Riachão do Poço;41
251278 Riacho de Santo Antônio;42
251280 Riacho dos Cavalos;65
251290 Rio Tinto;198
251300 Salgadinho;35
251310 Salgado de São Félix;127
251315 Santa Cecília;72
251320 Santa Cruz;64
251330 Santa Helena;65
251335 Santa Inês;43
251340 Santa Luzia;258
251370 Santa Rita;1263
251380 Santa Teresinha;55
251350 Santana de Mangueira;50
251360 Santana dos Garrotes;81
251385 Santo André;45
251392 São Bentinho;58
251390 São Bento;352
251396 São Domingos;30
251394 São Domingos do Cariri;34
251398 São Francisco;45
251400 São João do Cariri;55
250070 São João do Rio do Peixe;201
251410 São João do Tigre;38
251420 São José da Lagoa Tapada;72
251430 São José de Caiana;57
251440 São José de Espinharas;64
251450 São José de Piranhas;178
251455 São José de Princesa;36
251460 São José do Bonfim;38
251465 São José do Brejo do Cruz;22
251470 São José do Sabugi;60
251480 São José dos Cordeiros;31
251445 São José dos Ramos;80
251490 São Mamede;96
251500 São Miguel de Taipu;65
251510 São Sebastião de Lagoa de Roça;101
251520 São Sebastião do Umbuzeiro;35
251540 São Vicente do Seridó;100
251530 Sapé;490
251550 Serra Branca;156
251560 Serra da Raiz;32
251570 Serra Grande;52
251580 Serra Redonda;60
251590 Serraria;86
251593 Sertãozinho;54
251597 Sobrado;52
251600 Solânea;256
251610 Soledade;162
251615 Sossêgo;37
251620 Sousa;893
251630 Sumé;204
251640 Tacima;78
251650 Taperoá;208
251660 Tavares;130
251670 Teixeira;131
251675 Tenório;41
251680 Triunfo;101
251690 Uiraúna;196
251700 Umbuzeiro;111
251710 Várzea;49
251720 Vieirópolis;46
250550 Vista Serrana;52
251740 Zabelê;33
260005 Abreu e Lima;993
260010 Afogados da Ingazeira;670
260020 Afrânio;249
260030 Agrestina;313
260040 Água Preta;257
260050 Águas Belas;348
260060 Alagoinha;154
260070 Aliança;262
260080 Altinho;163
260090 Amaraji;186
260100 Angelim;127
260105 Araçoiaba;160
260110 Araripina;592
260120 Arcoverde;1411
260130 Barra de Guabiraba;119
260140 Barreiros;437
260150 Belém de Maria;97
260160 Belém do São Francisco;187
260170 Belo Jardim;627
260180 Betânia;104
260190 Bezerros;731
260200 Bodocó;321
260210 Bom Conselho;462
260220 Bom Jardim;252
260230 Bonito;279
260240 Brejão;94
260250 Brejinho;79
260260 Brejo da Madre de Deus;327
260270 Buenos Aires;112
260280 Buíque;313
260290 Cabo de Santo Agostinho;2988
260300 Cabrobó;376
260310 Cachoeirinha;159
260320 Caetés;189
260330 Calçado;111
260340 Calumbi;67
260345 Camaragibe;1464
260350 Camocim de São Félix;134
260360 Camutanga;107
260370 Canhotinho;201
260380 Capoeiras;153
260390 Carnaíba;204
260392 Carnaubeira da Penha;176
260400 Carpina;756
260410 Caruaru;7004
260415 Casinhas;141
260420 Catende;182
260430 Cedro;126
260440 Chã de Alegria;113
260450 Chã Grande;191
260460 Condado;171
260470 Correntes;124
260480 Cortês;152
260490 Cumaru;132
260500 Cupira;215
260510 Custódia;284
260515 Dormentes;197
260520 Escada;470
260530 Exu;285
260540 Feira Nova;180
260545 Fernando de Noronha;96
260550 Ferreiros;85
260560 Flores;150
260570 Floresta;247
260580 Frei Miguelinho;123
260590 Gameleira;189
260600 Garanhuns;1858
260610 Glória do Goitá;188
260620 Goiana;1134
260630 Granito;85
260640 Gravatá;771
260650 Iati;151
260660 Ibimirim;231
260670 Ibirajuba;65
260680 Igarassu;1280
260690 Iguaracy;94
260760 Ilha de Itamaracá;376
260700 Inajá;169
260710 Ingazeira;60
260720 Ipojuca;1376
260730 Ipubi;291
260740 Itacuruba;79
260750 Itaíba;175
260765 Itambé;343
260770 Itapetim;130
260775 Itapissuma;238
260780 Itaquitinga;134
260790 Jaboatão dos Guararapes;5624
260795 Jaqueira;129
260800 Jataúba;136
260805 Jatobá;241
260810 João Alfredo;210
260820 Joaquim Nabuco;115
260825 Jucati;86
260830 Jupi;137
260840 Jurema;116
260850 Lagoa de Itaenga;196
260845 Lagoa do Carro;161
260860 Lagoa do Ouro;129
260870 Lagoa dos Gatos;93
260875 Lagoa Grande;260
260880 Lajedo;218
260890 Limoeiro;906
260900 Macaparana;243
260910 Machados;129
260915 Manari;137
260920 Maraial;73
260930 Mirandiba;155
261430 Moreilândia;103
260940 Moreno;440
260950 Nazaré da Mata;365
260960 Olinda;2869
260970 Orobó;161
260980 Orocó;110
260990 Ouricuri;729
261000 Palmares;908
261010 Palmeirina;79
261020 Panelas;179
261030 Paranatama;127
261040 Parnamirim;169
261050 Passira;206
261060 Paudalho;497
261070 Paulista;3004
261080 Pedra;196
261090 Pesqueira;616
261100 Petrolândia;289
261110 Petrolina;5703
261120 Poção;118
261130 Pombos;171
261140 Primavera;84
261150 Quipapá;166
261153 Quixaba;110
261160 Recife;40096
261170 Riacho das Almas;149
261180 Ribeirão;287
261190 Rio Formoso;157
261200 Sairé;100
261210 Salgadinho;62
261220 Salgueiro;990
261230 Saloá;147
261240 Sanharó;134
261245 Santa Cruz;142
261247 Santa Cruz da Baixa Verde;95
261250 Santa Cruz do Capibaribe;655
261255 Santa Filomena;69
261260 Santa Maria da Boa Vista;270
261270 Santa Maria do Cambucá;94
261280 Santa Terezinha;125
261290 São Benedito do Sul;78
261300 São Bento do Una;276
261310 São Caitano;193
261320 São João;198
261330 São Joaquim do Monte;200
261340 São José da Coroa Grande;122
261350 São José do Belmonte;237
261360 São José do Egito;378
261370 São Lourenço da Mata;677
261380 São Vicente Ferrer;132
261390 Serra Talhada;1131
261400 Serrita;182
261410 Sertânia;310
261420 Sirinhaém;207
261440 Solidão;85
261450 Surubim;496
261460 Tabira;240
261470 Tacaimbó;86
261480 Tacaratu;171
261485 Tamandaré;178
261500 Taquaritinga do Norte;177
261510 Terezinha;89
261520 Terra Nova;89
261530 Timbaúba;443
261540 Toritama;197
261550 Tracunhaém;89
261560 Trindade;192
261570 Triunfo;119
261580 Tupanatinga;147
261590 Tuparetama;74
261600 Venturosa;166
261610 Verdejante;88
261618 Vertente do Lério;79
261620 Vertentes;148
261630 Vicência;239
261640 Vitória de Santo Antão;1312
261650 Xexéu;148
270010 Água Branca;252
270020 Anadia;172
270030 Arapiraca;3791
270040 Atalaia;355
270050 Barra de Santo Antônio;153
270060 Barra de São Miguel;88
270070 Batalha;184
270080 Belém;76
270090 Belo Monte;73
270100 Boca da Mata;237
270110 Branquinha;90
270120 Cacimbinhas;122
270130 Cajueiro;216
270135 Campestre;65
270140 Campo Alegre;449
270150 Campo Grande;116
270160 Canapi;260
270170 Capela;200
270180 Carneiros;84
270190 Chã Preta;82
270200 Coité do Nóia;111
270210 Colônia Leopoldina;212
270220 Coqueiro Seco;75
270230 Coruripe;647
270235 Craíbas;242
270240 Delmiro Gouveia;634
270250 Dois Riachos;108
270255 Estrela de Alagoas;160
270260 Feira Grande;179
270270 Feliz Deserto;61
270280 Flexeiras;123
270290 Girau do Ponciano;318
270300 Ibateguara;130
270310 Igaci;219
270320 Igreja Nova;203
270330 Inhapi;251
270340 Jacaré dos Homens;66
270350 Jacuípe;60
270360 Japaratinga;89
270370 Jaramataia;71
270375 Jequiá da Praia;136
270380 Joaquim Gomes;221
270390 Jundiá;49
270400 Junqueiro;342
270410 Lagoa da Canoa;217
270420 Limoeiro de Anadia;322
270430 Maceió;18750
270440 Major Isidoro;167
270490 Mar Vermelho;34
270450 Maragogi;349
270460 Maravilha;87
270470 Marechal Deodoro;583
270480 Maribondo;148
270500 Mata Grande;226
270510 Matriz de Camaragibe;245
270520 Messias;148
270530 Minador do Negrão;70
270540 Monteirópolis;68
270550 Murici;256
270560 Novo Lino;80
270570 Olho d'Água das Flores;196
270580 Olho d'Água do Casado;77
270590 Olho d'Água Grande;53
270600 Olivença;85
270610 Ouro Branco;104
270620 Palestina;56
270630 Palmeira dos Índios;946
270640 Pão de Açúcar;267
270642 Pariconha;149
270644 Paripueira;111
270650 Passo de Camaragibe;158
270660 Paulo Jacinto;103
270670 Penedo;848
270680 Piaçabuçu;150
270690 Pilar;371
270700 Pindoba;62
270710 Piranhas;297
270720 Poço das Trincheiras;92
270730 Porto Calvo;264
270740 Porto de Pedras;120
270750 Porto Real do Colégio;207
270760 Quebrangulo;138
270770 Rio Largo;528
270780 Roteiro;59
270790 Santa Luzia do Norte;67
270800 Santana do Ipanema;718
270810 Santana do Mundaú;122
270820 São Brás;73
270830 São José da Laje;260
270840 São José da Tapera;284
270850 São Luís do Quitunde;248
270860 São Miguel dos Campos;912
270870 São Miguel dos Milagres;91
270880 São Sebastião;303
270890 Satuba;130
270895 Senador Rui Palmeira;96
270900 Tanque d'Arca;84
270910 Taquarana;200
270915 Teotônio Vilela;471
270920 Traipu;185
270930 União dos Palmares;599
270940 Viçosa;263
280010 Amparo de São Francisco;42
280020 Aquidabã;185
280030 Aracaju;15407
280040 Arauá;146
280050 Areia Branca;185
280060 Barra dos Coqueiros;529
280067 Boquim;307
280070 Brejo Grande;99
280100 Campo do Brito;206
280110 Canhoba;47
280120 Canindé de São Francisco;376
280130 Capela;524
280140 Carira;229
280150 Carmópolis;275
280160 Cedro de São João;85
280170 Cristinápolis;234
280190 Cumbe;58
280200 Divina Pastora;95
280210 Estância;833
280220 Feira Nova;55
280230 Frei Paulo;123
280240 Gararu;83
280250 General Maynard;37
280260 Gracho Cardoso;63
280270 Ilha das Flores;83
280280 Indiaroba;167
280290 Itabaiana;1150
280300 Itabaianinha;276
280310 Itabi;53
280320 Itaporanga d'Ajuda;360
280330 Japaratuba;153
280340 Japoatã;128
280350 Lagarto;1298
280360 Laranjeiras;257
280370 Macambira;80
280380 Malhada dos Bois;55
280390 Malhador;79
280400 Maruim;129
280410 Moita Bonita;79
280420 Monte Alegre de Sergipe;170
280430 Muribeca;65
280440 Neópolis;310
280445 Nossa Senhora Aparecida;96
280450 Nossa Senhora da Glória;442
280460 Nossa Senhora das Dores;229
280470 Nossa Senhora de Lourdes;49
280480 Nossa Senhora do Socorro;1583
280490 Pacatuba;148
280500 Pedra Mole;33
280510 Pedrinhas;66
280520 Pinhão;73
280530 Pirambu;76
280540 Poço Redondo;202
280550 Poço Verde;193
280560 Porto da Folha;298
280570 Propriá;517
280580 Riachão do Dantas;181
280590 Riachuelo;114
280600 Ribeirópolis;165
280610 Rosário do Catete;143
280620 Salgado;151
280630 Santa Luzia do Itanhy;135
280650 Santa Rosa de Lima;53
280640 Santana do São Francisco;72
280660 Santo Amaro das Brotas;133
280670 São Cristóvão;569
280680 São Domingos;96
280690 São Francisco;38
280700 São Miguel do Aleixo;47
280710 Simão Dias;394
280720 Siriri;98
280730 Telha;36
280740 Tobias Barreto;485
280750 Tomar do Geru;124
280760 Umbaúba;243
290010 Abaíra;124
290020 Abaré;185
290030 Acajutiba;122
290035 Adustina;127
290040 Água Fria;133
290060 Aiquara;56
290070 Alagoinhas;2666
290080 Alcobaça;240
290090 Almadina;70
290100 Amargosa;524
290110 Amélia Rodrigues;243
290115 América Dourada;147
290120 Anagé;202
290130 Andaraí;144
290135 Andorinha;134
290140 Angical;134
290150 Anguera;102
290160 Antas;200
290170 Antônio Cardoso;106
290180 Antônio Gonçalves;138
290190 Aporá;132
290195 Apuarema;86
290205 Araças;150
290200 Aracatu;166
290210 Araci;425
290220 Aramari;90
290225 Arataca;112
290230 Aratuípe;94
290240 Aurelino Leal;136
290250 Baianópolis;151
290260 Baixa Grande;167
290265 Banzaê;132
290270 Barra;446
290280 Barra da Estiva;231
290290 Barra do Choça;289
290300 Barra do Mendes;192
290310 Barra do Rocha;68
290320 Barreiras;2766
290323 Barro Alto;120
290330 Barro Preto;89
290327 Barrocas;160
290340 Belmonte;241
290350 Belo Campo;277
290360 Biritinga;188
290370 Boa Nova;123
290380 Boa Vista do Tupim;209
290390 Bom Jesus da Lapa;827
290395 Bom Jesus da Serra;124
290400 Boninal;122
290405 Bonito;176
290410 Boquira;284
290420 Botuporã;195
290430 Brejões;194
290440 Brejolândia;127
290450 Brotas de Macaúbas;149
290460 Brumado;1000
290470 Buerarema;157
290475 Buritirama;201
290480 Caatiba;102
290485 Cabaceiras do Paraguaçu;156
290490 Cachoeira;357
290500 Caculé;269
290510 Caém;108
290515 Caetanos;129
290520 Caetité;626
290530 Cafarnaum;192
290540 Cairu;203
290550 Caldeirão Grande;105
290560 Camacan;341
290570 Camaçari;3602
290580 Camamu;243
290590 Campo Alegre de Lourdes;236
290600 Campo Formoso;637
290610 Canápolis;129
290620 Canarana;230
290630 Canavieiras;319
290640 Candeal;91
290650 Candeias;854
290660 Candiba;95
290670 Cândido Sales;316
290680 Cansanção;254
290682 Canudos;137
290685 Capela do Alto Alegre;113
290687 Capim Grosso;378
290689 Caraíbas;86
290690 Caravelas;219
290700 Cardeal da Silva;80
290710 Carinhanha;249
290720 Casa Nova;437
290730 Castro Alves;383
290740 Catolândia;68
290750 Catu;695
290755 Caturama;142
290760 Central;148
290770 Chorrochó;147
290780 Cícero Dantas;325
290790 Cipó;132
290800 Coaraci;212
290810 Cocos;165
290820 Conceição da Feira;243
290830 Conceição do Almeida;315
290840 Conceição do Coité;663
290850 Conceição do Jacuípe;373
290860 Conde;232
290870 Condeúba;318
290880 Contendas do Sincorá;80
290890 Coração de Maria;227
290900 Cordeiros;112
290910 Coribe;181
290920 Coronel João Sá;122
290930 Correntina;292
290940 Cotegipe;129
290950 Cravolândia;61
290960 Crisópolis;168
290970 Cristópolis;160
290980 Cruz das Almas;815
290990 Curaçá;337
291000 Dário Meira;128
291005 Dias d'Ávila;608
291010 Dom Basílio;176
291020 Dom Macedo Costa;49
291030 Elísio Medrado;99
291040 Encruzilhada;205
291050 Entre Rios;326
290050 Érico Cardoso;166
291060 Esplanada;319
291070 Euclides da Cunha;535
291072 Eunápolis;1404
291075 Fátima;152
291077 Feira da Mata;72
291080 Feira de Santana;7813
291085 Filadélfia;198
291090 Firmino Alves;64
291100 Floresta Azul;97
291110 Formosa do Rio Preto;180
291120 Gandu;436
291125 Gavião;58
291130 Gentio do Ouro;159
291140 Glória;161
291150 Gongogi;96
291160 Governador Mangabeira;227
291165 Guajeru;171
291170 Guanambi;1579
291180 Guaratinga;170
291185 Heliópolis;84
291190 Iaçu;347
291200 Ibiassucê;133
291210 Ibicaraí;281
291220 Ibicoara;162
291230 Ibicuí;186
291240 Ibipeba;205
291250 Ibipitanga;209
291260 Ibiquera;70
291270 Ibirapitanga;224
291280 Ibirapuã;136
291290 Ibirataia;264
291300 Ibitiara;126
291310 Ibititá;147
291320 Ibotirama;471
291330 Ichu;81
291340 Igaporã;196
291345 Igrapiúna;138
291350 Iguaí;200
291360 Ilhéus;2783
291370 Inhambupe;272
291380 Ipecaetá;114
291390 Ipiaú;592
291400 Ipirá;438
291410 Ipupiara;112
291420 Irajuba;66
291430 Iramaia;86
291440 Iraquara;202
291450 Irará;267
291460 Irecê;1365
291465 Itabela;300
291470 Itaberaba;918
291480 Itabuna;4232
291490 Itacaré;248
291500 Itaeté;119
291510 Itagi;158
291520 Itagibá;88
291530 Itagimirim;91
291535 Itaguaçu da Bahia;191
291540 Itaju do Colônia;76
291550 Itajuípe;166
291560 Itamaraju;545
291570 Itamari;70
291580 Itambé;261
291590 Itanagra;111
291600 Itanhém;193
291610 Itaparica;359
291620 Itapé;114
291630 Itapebi;107
291640 Itapetinga;858
291650 Itapicuru;293
291660 Itapitanga;88
291670 Itaquara;84
291680 Itarantim;176
291685 Itatim;167
291690 Itiruçu;123
291700 Itiúba;279
291710 Itororó;198
291720 Ituaçu;278
291730 Ituberá;223
291733 Iuiú;133
291735 Jaborandi;135
291740 Jacaraci;194
291750 Jacobina;1437
291760 Jaguaquara;478
291770 Jaguarari;428
291780 Jaguaripe;133
291790 Jandaíra;86
291800 Jequié;2758
291810 Jeremoabo;411
291820 Jiquiriçá;141
291830 Jitaúna;144
291835 João Dourado;160
291840 Juazeiro;3221
291845 Jucuruçu;73
291850 Jussara;150
291855 Jussari;80
291860 Jussiape;125
291870 Lafaiete Coutinho;58
291875 Lagoa Real;122
291880 Laje;230
291890 Lajedão;74
291900 Lajedinho;34
291905 Lajedo do Tabocal;68
291910 Lamarão;94
291915 Lapão;229
291920 Lauro de Freitas;3002
291930 Lençóis;118
291940 Licínio de Almeida;122
291950 Livramento de Nossa Senhora;570
291955 Luís Eduardo Magalhães;822
291960 Macajuba;160
291970 Macarani;176
291980 Macaúbas;612
291990 Macururé;108
291992 Madre de Deus;377
291995 Maetinga;146
292000 Maiquinique;95
292010 Mairi;328
292020 Malhada;157
292030 Malhada de Pedras;84
292040 Manoel Vitorino;143
292045 Mansidão;101
292050 Maracás;298
292060 Maragogipe;314
292070 Maraú;145
292080 Marcionílio Souza;91
292090 Mascote;109
292100 Mata de São João;421
292105 Matina;158
292110 Medeiros Neto;212
292120 Miguel Calmon;315
292130 Milagres;97
292140 Mirangaba;116
292145 Mirante;118
292150 Monte Santo;320
292160 Morpará;89
292170 Morro do Chapéu;481
292180 Mortugaba;138
292190 Mucugê;146
292200 Mucuri;445
292205 Mulungu do Morro;135
292210 Mundo Novo;194
292220 Muniz Ferreira;68
292225 Muquém de São Francisco;101
292230 Muritiba;277
292240 Mutuípe;223
292250 Nazaré;263
292260 Nilo Peçanha;111
292265 Nordestina;124
292270 Nova Canaã;137
292273 Nova Fátima;76
292275 Nova Ibiá;67
292280 Nova Itarana;105
292285 Nova Redenção;105
292290 Nova Soure;211
292300 Nova Viçosa;320
292303 Novo Horizonte;129
292305 Novo Triunfo;108
292310 Olindina;180
292320 Oliveira dos Brejinhos;264
292330 Ouriçangas;103
292335 Ourolândia;195
292340 Palmas de Monte Alto;166
292350 Palmeiras;96
292360 Paramirim;468
292370 Paratinga;197
292380 Paripiranga;246
292390 Pau Brasil;135
292400 Paulo Afonso;1610
292405 Pé de Serra;157
292410 Pedrão;73
292420 Pedro Alexandre;114
292430 Piatã;190
292440 Pilão Arcado;198
292450 Pindaí;140
292460 Pindobaçu;199
292465 Pintadas;91
292467 Piraí do Norte;83
292470 Piripá;139
292480 Piritiba;200
292490 Planaltino;115
292500 Planalto;163
292510 Poções;474
292520 Pojuca;430
292525 Ponto Novo;157
292530 Porto Seguro;1815
292540 Potiraguá;86
292550 Prado;381
292560 Presidente Dutra;148
292570 Presidente Jânio Quadros;146
292575 Presidente Tancredo Neves;249
292580 Queimadas;215
292590 Quijingue;183
292593 Quixabeira;77
292595 Rafael Jambeiro;283
292600 Remanso;452
292610 Retirolândia;149
292620 Riachão das Neves;154
292630 Riachão do Jacuípe;293
292640 Riacho de Santana;272
292650 Ribeira do Amparo;113
292660 Ribeira do Pombal;595
292665 Ribeirão do Largo;109
292670 Rio de Contas;186
292680 Rio do Antônio;135
292690 Rio do Pires;152
292700 Rio Real;418
292710 Rodelas;181
292720 Ruy Barbosa;352
292730 Salinas da Margarida;127
292740 Salvador;51765
292750 Santa Bárbara;165
292760 Santa Brígida;152
292770 Santa Cruz Cabrália;287
292780 Santa Cruz da Vitória;62
292790 Santa Inês;131
292805 Santa Luzia;119
292810 Santa Maria da Vitória;468
292840 Santa Rita de Cássia;301
292850 Santa Teresinha;138
292800 Santaluz;359
292820 Santana;215
