MUNICIPIO;QUANTIDADE
231210 Santana do Cariri;158
231230 São Benedito;506
231240 São Gonçalo do Amarante;927
231250 São João do Jaguaribe;95
231260 São Luís do Curu;103
231270 Senador Pompeu;289
231280 Senador Sá;49
231290 Sobral;4527
231300 Solonópole;275
231310 Tabuleiro do Norte;349
231320 Tamboril;288
231325 Tarrafas;76
231330 Tauá;777
231335 Tejuçuoca;130
231340 Tianguá;881
231350 Trairi;441
231355 Tururu;132
231360 Ubajara;325
231370 Umari;87
231375 Umirim;108
231380 Uruburetama;160
231390 Uruoca;220
231395 Varjota;203
231400 Várzea Alegre;332
231410 Viçosa do Ceará;487
240010 Acari;122
240020 Açu;778
240030 Afonso Bezerra;118
240040 Água Nova;41
240050 Alexandria;289
240060 Almino Afonso;81
240070 Alto do Rodrigues;115
240080 Angicos;157
240090 Antônio Martins;87
240100 Apodi;426
240110 Areia Branca;326
240120 Arês;126
240130 Augusto Severo;101
240140 Baía Formosa;94
240145 Baraúna;331
240150 Barcelona;70
240160 Bento Fernandes;69
240165 Bodó;41
240170 Bom Jesus;87
240180 Brejinho;120
240185 Caiçara do Norte;69
240190 Caiçara do Rio do Vento;66
240200 Caicó;1347
240210 Campo Redondo;139
240220 Canguaretama;302
240230 Caraúbas;335
240240 Carnaúba dos Dantas;136
240250 Carnaubais;131
240260 Ceará-Mirim;777
240270 Cerro Corá;129
240280 Coronel Ezequiel;65
240290 Coronel João Pessoa;63
240300 Cruzeta;98
240310 Currais Novos;978
240320 Doutor Severiano;66
240330 Encanto;85
240340 Equador;78
240350 Espírito Santo;85
240360 Extremoz;275
240370 Felipe Guerra;72
240375 Fernando Pedroza;63
240380 Florânia;88
240390 Francisco Dantas;36
240400 Frutuoso Gomes;97
240410 Galinhos;58
240420 Goianinha;286
240430 Governador Dix-Sept Rosado;104
240440 Grossos;97
240450 Guamaré;657
240460 Ielmo Marinho;110
240470 Ipanguaçu;149
240480 Ipueira;42
240485 Itajá;110
240490 Itaú;64
240500 Jaçanã;105
240510 Jandaíra;82
240520 Janduís;102
240530 Januário Cicco;74
240540 Japi;78
240550 Jardim de Angicos;63
240560 Jardim de Piranhas;159
240570 Jardim do Seridó;144
240580 João Câmara;496
240590 João Dias;43
240600 José da Penha;70
240610 Jucurutu;246
240615 Jundiá;58
240620 Lagoa d'Anta;93
240630 Lagoa de Pedras;76
240640 Lagoa de Velhos;53
240650 Lagoa Nova;144
240660 Lagoa Salgada;71
240670 Lajes;174
240680 Lajes Pintadas;59
240690 Lucrécia;70
240700 Luís Gomes;96
240710 Macaíba;932
240720 Macau;366
240725 Major Sales;68
240730 Marcelino Vieira;54
240740 Martins;89
240750 Maxaranguape;115
240760 Messias Targino;58
240770 Montanhas;142
240780 Monte Alegre;230
240790 Monte das Gameleiras;38
240800 Mossoró;4546
240810 Natal;15557
240820 Nísia Floresta;217
240830 Nova Cruz;390
240840 Olho-d'Água do Borges;61
240850 Ouro Branco;51
240860 Paraná;99
240870 Paraú;66
240880 Parazinho;93
240890 Parelhas;293
240325 Parnamirim;2961
240910 Passa e Fica;142
240920 Passagem;42
240930 Patu;150
240940 Pau dos Ferros;1045
240950 Pedra Grande;82
240960 Pedra Preta;44
240970 Pedro Avelino;78
240980 Pedro Velho;187
240990 Pendências;141
241000 Pilões;51
241010 Poço Branco;188
241020 Portalegre;75
241025 Porto do Mangue;85
241040 Pureza;92
241050 Rafael Fernandes;48
241060 Rafael Godeiro;42
241070 Riacho da Cruz;41
241080 Riacho de Santana;39
241090 Riachuelo;65
240895 Rio do Fogo;177
241100 Rodolfo Fernandes;52
241110 Ruy Barbosa;48
241120 Santa Cruz;1022
240933 Santa Maria;66
241140 Santana do Matos;130
241142 Santana do Seridó;63
241150 Santo Antônio;467
241160 São Bento do Norte;36
241170 São Bento do Trairí;41
241180 São Fernando;64
241190 São Francisco do Oeste;37
241200 São Gonçalo do Amarante;697
241210 São João do Sabugi;84
241220 São José de Mipibu;627
241230 São José do Campestre;137
241240 São José do Seridó;44
241250 São Miguel;237
241255 São Miguel do Gostoso;130
241260 São Paulo do Potengi;315
241270 São Pedro;54
241280 São Rafael;90
241290 São Tomé;96
241300 São Vicente;95
241310 Senador Elói de Souza;66
241320 Senador Georgino Avelino;77
241030 Serra Caiada;106
241330 Serra de São Bento;91
241335 Serra do Mel;103
241340 Serra Negra do Norte;85
241350 Serrinha;68
241355 Serrinha dos Pintos;52
241360 Severiano Melo;100
241370 Sítio Novo;53
241380 Taboleiro Grande;46
241390 Taipu;123
241400 Tangará;100
241410 Tenente Ananias;96
241415 Tenente Laurentino Cruz;93
241105 Tibau;121
241420 Tibau do Sul;155
241430 Timbaúba dos Batistas;47
241440 Touros;325
241445 Triunfo Potiguar;90
241450 Umarizal;87
241460 Upanema;169
241470 Várzea;52
241475 Venha-Ver;45
241480 Vera Cruz;107
241490 Viçosa;37
241500 Vila Flor;39
250010 Água Branca;139
250020 Aguiar;89
250030 Alagoa Grande;253
250040 Alagoa Nova;192
250050 Alagoinha;139
250053 Alcantil;95
250057 Algodão de Jandaíra;38
250060 Alhandra;278
250073 Amparo;43
250077 Aparecida;66
250080 Araçagi;141
250090 Arara;122
250100 Araruna;202
250110 Areia;268
250115 Areia de Baraúnas;31
250120 Areial;59
250130 Aroeiras;192
250135 Assunção;54
250140 Baía da Traição;145
250150 Bananeiras;221
250153 Baraúna;64
250160 Barra de Santa Rosa;133
250157 Barra de Santana;129
250170 Barra de São Miguel;54
250180 Bayeux;896
250190 Belém;286
250200 Belém do Brejo do Cruz;93
250205 Bernardino Batista;47
250210 Boa Ventura;75
250215 Boa Vista;74
250220 Bom Jesus;40
250230 Bom Sucesso;84
250240 Bonito de Santa Fé;134
250250 Boqueirão;274
250270 Borborema;46
250280 Brejo do Cruz;147
250290 Brejo dos Santos;50
250300 Caaporã;286
250310 Cabaceiras;82
250320 Cabedelo;887
250330 Cachoeira dos Índios;102
250340 Cacimba de Areia;56
250350 Cacimba de Dentro;139
250355 Cacimbas;76
250360 Caiçara;81
250370 Cajazeiras;1184
250375 Cajazeirinhas;65
250380 Caldas Brandão;83
250390 Camalaú;71
250400 Campina Grande;7369
250403 Capim;95
250407 Caraúbas;42
250410 Carrapateira;33
250415 Casserengue;68
250420 Catingueira;71
250430 Catolé do Rocha;386
250435 Caturité;66
250440 Conceição;227
250450 Condado;94
250460 Conde;260
250470 Congo;79
250480 Coremas;214
250485 Coxixola;24
250490 Cruz do Espírito Santo;113
250500 Cubati;69
250510 Cuité;287
250523 Cuité de Mamanguape;57
250520 Cuitegi;62
250527 Curral de Cima;80
250530 Curral Velho;20
250535 Damião;64
250540 Desterro;75
250560 Diamante;72
250570 Dona Inês;107
250580 Duas Estradas;51
250590 Emas;34
250600 Esperança;441
250610 Fagundes;93
250620 Frei Martinho;77
250625 Gado Bravo;72
250630 Guarabira;930
250640 Gurinhém;178
250650 Gurjão;51
250660 Ibiara;75
250260 Igaracy;72
250670 Imaculada;90
250680 Ingá;248
250690 Itabaiana;421
250700 Itaporanga;335
250710 Itapororoca;132
250720 Itatuba;91
250730 Jacaraú;161
250740 Jericó;72
250750 João Pessoa;14472
251365 Joca Claudino;44
250760 Juarez Távora;76
250770 Juazeirinho;185
250780 Junco do Seridó;65
250790 Juripiranga;128
250800 Juru;106
250810 Lagoa;48
250820 Lagoa de Dentro;91
250830 Lagoa Seca;255
250840 Lastro;38
250850 Livramento;79
250855 Logradouro;74
250860 Lucena;142
250870 Mãe d'Água;48
250880 Malta;54
250890 Mamanguape;904
250900 Manaíra;114
250905 Marcação;107
250910 Mari;197
250915 Marizópolis;59
250920 Massaranduba;131
250930 Mataraca;121
250933 Matinhas;42
250937 Mato Grosso;29
250939 Maturéia;64
250940 Mogeiro;128
250950 Montadas;55
250960 Monte Horebe;36
250970 Monteiro;636
250980 Mulungu;99
250990 Natuba;108
251000 Nazarezinho;59
251010 Nova Floresta;106
251020 Nova Olinda;68
251030 Nova Palmeira;64
251040 Olho d'Água;63
251050 Olivedos;44
251060 Ouro Velho;34
251065 Parari;25
251070 Passagem;29
251080 Patos;1897
251090 Paulista;123
251100 Pedra Branca;39
251110 Pedra Lavrada;108
251120 Pedras de Fogo;277
251272 Pedro Régis;51
251130 Piancó;475
251140 Picuí;399
251150 Pilar;136
251160 Pilões;66
251170 Pilõezinhos;42
251180 Pirpirituba;69
251190 Pitimbu;223
251200 Pocinhos;221
251203 Poço Dantas;40
251207 Poço de José de Moura;56
251210 Pombal;507
251220 Prata;59
251230 Princesa Isabel;445
251240 Puxinanã;95
251250 Queimadas;460
251260 Quixabá;26
251270 Remígio;178
251274 Riachão;53
251275 Riachão do Bacamarte;40
251276 Riachão do Poço;38
251278 Riacho de Santo Antônio;44
251280 Riacho dos Cavalos;74
251290 Rio Tinto;212
251300 Salgadinho;38
251310 Salgado de São Félix;130
251315 Santa Cecília;69
251320 Santa Cruz;67
251330 Santa Helena;74
251335 Santa Inês;48
251340 Santa Luzia;273
251370 Santa Rita;1296
251380 Santa Teresinha;56
251350 Santana de Mangueira;52
251360 Santana dos Garrotes;82
251385 Santo André;45
251392 São Bentinho;60
251390 São Bento;393
251396 São Domingos;30
251394 São Domingos do Cariri;35
251398 São Francisco;44
251400 São João do Cariri;56
250070 São João do Rio do Peixe;205
251410 São João do Tigre;39
251420 São José da Lagoa Tapada;72
251430 São José de Caiana;58
251440 São José de Espinharas;74
251450 São José de Piranhas;185
251455 São José de Princesa;35
251460 São José do Bonfim;36
251465 São José do Brejo do Cruz;22
251470 São José do Sabugi;67
251480 São José dos Cordeiros;33
251445 São José dos Ramos;80
251490 São Mamede;94
251500 São Miguel de Taipu;69
251510 São Sebastião de Lagoa de Roça;99
251520 São Sebastião do Umbuzeiro;35
251540 São Vicente do Seridó;100
251530 Sapé;499
251550 Serra Branca;156
251560 Serra da Raiz;33
251570 Serra Grande;41
251580 Serra Redonda;67
251590 Serraria;86
251593 Sertãozinho;54
251597 Sobrado;50
251600 Solânea;263
251610 Soledade;162
251615 Sossêgo;38
251620 Sousa;872
251630 Sumé;201
251640 Tacima;80
251650 Taperoá;214
251660 Tavares;130
251670 Teixeira;132
251675 Tenório;40
251680 Triunfo;100
251690 Uiraúna;198
251700 Umbuzeiro;109
251710 Várzea;52
251720 Vieirópolis;59
250550 Vista Serrana;51
251740 Zabelê;33
260005 Abreu e Lima;997
260010 Afogados da Ingazeira;673
260020 Afrânio;273
260030 Agrestina;330
260040 Água Preta;275
260050 Águas Belas;348
260060 Alagoinha;162
260070 Aliança;265
260080 Altinho;156
260090 Amaraji;185
260100 Angelim;131
260105 Araçoiaba;160
260110 Araripina;589
260120 Arcoverde;1429
260130 Barra de Guabiraba;122
260140 Barreiros;432
260150 Belém de Maria;96
260160 Belém do São Francisco;200
260170 Belo Jardim;630
260180 Betânia;102
260190 Bezerros;692
260200 Bodocó;329
260210 Bom Conselho;460
260220 Bom Jardim;253
260230 Bonito;282
260240 Brejão;98
260250 Brejinho;77
260260 Brejo da Madre de Deus;334
260270 Buenos Aires;111
260280 Buíque;311
260290 Cabo de Santo Agostinho;3181
260300 Cabrobó;369
260310 Cachoeirinha;158
260320 Caetés;214
260330 Calçado;111
260340 Calumbi;67
260345 Camaragibe;1477
260350 Camocim de São Félix;132
260360 Camutanga;109
260370 Canhotinho;202
260380 Capoeiras;147
260390 Carnaíba;208
260392 Carnaubeira da Penha;177
260400 Carpina;753
260410 Caruaru;7323
260415 Casinhas;140
260420 Catende;184
260430 Cedro;124
260440 Chã de Alegria;115
260450 Chã Grande;198
260460 Condado;176
260470 Correntes;142
260480 Cortês;151
260490 Cumaru;136
260500 Cupira;233
260510 Custódia;301
260515 Dormentes;180
260520 Escada;465
260530 Exu;284
260540 Feira Nova;191
260545 Fernando de Noronha;101
260550 Ferreiros;84
260560 Flores;151
260570 Floresta;244
260580 Frei Miguelinho;129
260590 Gameleira;195
260600 Garanhuns;1920
260610 Glória do Goitá;189
260620 Goiana;1218
260630 Granito;86
260640 Gravatá;815
260650 Iati;149
260660 Ibimirim;237
260670 Ibirajuba;63
260680 Igarassu;1295
260690 Iguaracy;123
260760 Ilha de Itamaracá;377
260700 Inajá;170
260710 Ingazeira;62
260720 Ipojuca;1380
260730 Ipubi;293
260740 Itacuruba;77
260750 Itaíba;186
260765 Itambé;351
260770 Itapetim;136
260775 Itapissuma;243
260780 Itaquitinga;136
260790 Jaboatão dos Guararapes;6009
260795 Jaqueira;132
260800 Jataúba;137
260805 Jatobá;233
260810 João Alfredo;223
260820 Joaquim Nabuco;115
260825 Jucati;88
260830 Jupi;137
260840 Jurema;128
260850 Lagoa de Itaenga;196
260845 Lagoa do Carro;158
260860 Lagoa do Ouro;129
260870 Lagoa dos Gatos;102
260875 Lagoa Grande;267
260880 Lajedo;210
260890 Limoeiro;901
260900 Macaparana;241
260910 Machados;132
260915 Manari;141
260920 Maraial;75
260930 Mirandiba;151
261430 Moreilândia;108
260940 Moreno;483
260950 Nazaré da Mata;378
260960 Olinda;3045
260970 Orobó;136
260980 Orocó;126
260990 Ouricuri;735
261000 Palmares;920
261010 Palmeirina;81
261020 Panelas;202
261030 Paranatama;129
261040 Parnamirim;171
261050 Passira;208
261060 Paudalho;476
261070 Paulista;3047
261080 Pedra;199
261090 Pesqueira;665
261100 Petrolândia;298
261110 Petrolina;5984
261120 Poção;118
261130 Pombos;179
261140 Primavera;88
261150 Quipapá;176
261153 Quixaba;109
261160 Recife;41902
261170 Riacho das Almas;148
261180 Ribeirão;287
261190 Rio Formoso;168
261200 Sairé;107
261210 Salgadinho;62
261220 Salgueiro;1055
261230 Saloá;144
261240 Sanharó;123
261245 Santa Cruz;145
261247 Santa Cruz da Baixa Verde;94
261250 Santa Cruz do Capibaribe;686
261255 Santa Filomena;76
261260 Santa Maria da Boa Vista;277
261270 Santa Maria do Cambucá;94
261280 Santa Terezinha;125
261290 São Benedito do Sul;80
261300 São Bento do Una;273
261310 São Caitano;195
261320 São João;197
261330 São Joaquim do Monte;194
261340 São José da Coroa Grande;127
261350 São José do Belmonte;242
261360 São José do Egito;376
261370 São Lourenço da Mata;671
261380 São Vicente Ferrer;134
261390 Serra Talhada;1140
261400 Serrita;177
261410 Sertânia;349
261420 Sirinhaém;210
261440 Solidão;88
261450 Surubim;473
261460 Tabira;238
261470 Tacaimbó;89
261480 Tacaratu;185
261485 Tamandaré;180
261500 Taquaritinga do Norte;179
261510 Terezinha;91
261520 Terra Nova;95
261530 Timbaúba;436
261540 Toritama;201
261550 Tracunhaém;88
261560 Trindade;196
261570 Triunfo;120
261580 Tupanatinga;163
261590 Tuparetama;76
261600 Venturosa;169
261610 Verdejante;87
261618 Vertente do Lério;85
261620 Vertentes;169
261630 Vicência;241
261640 Vitória de Santo Antão;1320
261650 Xexéu;153
270010 Água Branca;258
270020 Anadia;155
270030 Arapiraca;3819
270040 Atalaia;366
270050 Barra de Santo Antônio;164
270060 Barra de São Miguel;88
270070 Batalha;186
270080 Belém;78
270090 Belo Monte;76
270100 Boca da Mata;246
270110 Branquinha;93
270120 Cacimbinhas;125
270130 Cajueiro;229
270135 Campestre;65
270140 Campo Alegre;463
270150 Campo Grande;116
270160 Canapi;263
270170 Capela;198
270180 Carneiros;88
270190 Chã Preta;79
270200 Coité do Nóia;106
270210 Colônia Leopoldina;216
270220 Coqueiro Seco;78
270230 Coruripe;651
270235 Craíbas;247
270240 Delmiro Gouveia;637
270250 Dois Riachos;116
270255 Estrela de Alagoas;155
270260 Feira Grande;180
270270 Feliz Deserto;62
270280 Flexeiras;131
270290 Girau do Ponciano;361
270300 Ibateguara;133
270310 Igaci;229
270320 Igreja Nova;205
270330 Inhapi;251
270340 Jacaré dos Homens;67
270350 Jacuípe;60
270360 Japaratinga;92
270370 Jaramataia;74
270375 Jequiá da Praia;147
270380 Joaquim Gomes;237
270390 Jundiá;50
270400 Junqueiro;351
270410 Lagoa da Canoa;229
270420 Limoeiro de Anadia;329
270430 Maceió;19171
270440 Major Isidoro;173
270490 Mar Vermelho;34
270450 Maragogi;366
270460 Maravilha;89
270470 Marechal Deodoro;593
270480 Maribondo;149
270500 Mata Grande;265
270510 Matriz de Camaragibe;256
270520 Messias;154
270530 Minador do Negrão;70
270540 Monteirópolis;67
270550 Murici;256
270560 Novo Lino;78
270570 Olho d'Água das Flores;198
270580 Olho d'Água do Casado;76
270590 Olho d'Água Grande;54
270600 Olivença;81
270610 Ouro Branco;106
270620 Palestina;56
270630 Palmeira dos Índios;940
270640 Pão de Açúcar;272
270642 Pariconha;151
270644 Paripueira;115
270650 Passo de Camaragibe;156
270660 Paulo Jacinto;101
270670 Penedo;849
270680 Piaçabuçu;152
270690 Pilar;393
270700 Pindoba;65
270710 Piranhas;323
270720 Poço das Trincheiras;96
270730 Porto Calvo;273
270740 Porto de Pedras;121
270750 Porto Real do Colégio;221
270760 Quebrangulo;139
270770 Rio Largo;545
270780 Roteiro;63
270790 Santa Luzia do Norte;72
270800 Santana do Ipanema;717
270810 Santana do Mundaú;127
270820 São Brás;77
270830 São José da Laje;258
270840 São José da Tapera;287
270850 São Luís do Quitunde;256
270860 São Miguel dos Campos;918
270870 São Miguel dos Milagres;91
270880 São Sebastião;298
270890 Satuba;132
270895 Senador Rui Palmeira;99
270900 Tanque d'Arca;87
270910 Taquarana;204
270915 Teotônio Vilela;492
270920 Traipu;199
270930 União dos Palmares;610
270940 Viçosa;260
280010 Amparo de São Francisco;43
280020 Aquidabã;191
280030 Aracaju;15284
280040 Arauá;151
280050 Areia Branca;191
280060 Barra dos Coqueiros;584
280067 Boquim;315
280070 Brejo Grande;101
280100 Campo do Brito;206
280110 Canhoba;81
280120 Canindé de São Francisco;380
280130 Capela;530
280140 Carira;221
280150 Carmópolis;263
280160 Cedro de São João;82
280170 Cristinápolis;240
280190 Cumbe;58
280200 Divina Pastora;98
280210 Estância;847
280220 Feira Nova;55
280230 Frei Paulo;125
280240 Gararu;95
280250 General Maynard;40
280260 Gracho Cardoso;63
280270 Ilha das Flores;84
280280 Indiaroba;168
280290 Itabaiana;1182
280300 Itabaianinha;292
280310 Itabi;54
280320 Itaporanga d'Ajuda;359
280330 Japaratuba;156
280340 Japoatã;128
280350 Lagarto;1585
280360 Laranjeiras;262
280370 Macambira;83
280380 Malhada dos Bois;57
280390 Malhador;83
280400 Maruim;131
280410 Moita Bonita;83
280420 Monte Alegre de Sergipe;166
280430 Muribeca;65
280440 Neópolis;330
280445 Nossa Senhora Aparecida;96
280450 Nossa Senhora da Glória;443
280460 Nossa Senhora das Dores;239
280470 Nossa Senhora de Lourdes;48
280480 Nossa Senhora do Socorro;1670
280490 Pacatuba;161
280500 Pedra Mole;33
280510 Pedrinhas;69
280520 Pinhão;76
280530 Pirambu;69
280540 Poço Redondo;205
280550 Poço Verde;195
280560 Porto da Folha;301
280570 Propriá;519
280580 Riachão do Dantas;191
280590 Riachuelo;111
280600 Ribeirópolis;198
280610 Rosário do Catete;147
280620 Salgado;172
280630 Santa Luzia do Itanhy;135
280650 Santa Rosa de Lima;55
280640 Santana do São Francisco;75
280660 Santo Amaro das Brotas;133
280670 São Cristóvão;585
280680 São Domingos;116
280690 São Francisco;40
280700 São Miguel do Aleixo;50
280710 Simão Dias;440
280720 Siriri;100
280730 Telha;36
280740 Tobias Barreto;475
280750 Tomar do Geru;122
280760 Umbaúba;201
290010 Abaíra;120
290020 Abaré;197
290030 Acajutiba;124
290035 Adustina;131
290040 Água Fria;138
290060 Aiquara;58
290070 Alagoinhas;2736
290080 Alcobaça;246
290090 Almadina;70
290100 Amargosa;537
290110 Amélia Rodrigues;258
290115 América Dourada;153
290120 Anagé;203
290130 Andaraí;146
290135 Andorinha;135
290140 Angical;150
290150 Anguera;103
290160 Antas;208
290170 Antônio Cardoso;99
290180 Antônio Gonçalves;140
290190 Aporá;130
290195 Apuarema;79
290205 Araças;148
290200 Aracatu;166
290210 Araci;423
290220 Aramari;90
290225 Arataca;114
290230 Aratuípe;93
290240 Aurelino Leal;135
290250 Baianópolis;156
290260 Baixa Grande;170
290265 Banzaê;131
290270 Barra;459
290280 Barra da Estiva;235
290290 Barra do Choça;284
290300 Barra do Mendes;186
290310 Barra do Rocha;73
290320 Barreiras;2898
290323 Barro Alto;120
290330 Barro Preto;91
290327 Barrocas;155
290340 Belmonte;233
290350 Belo Campo;282
290360 Biritinga;216
290370 Boa Nova;122
290380 Boa Vista do Tupim;214
290390 Bom Jesus da Lapa;857
290395 Bom Jesus da Serra;113
290400 Boninal;123
290405 Bonito;176
290410 Boquira;283
290420 Botuporã;198
290430 Brejões;194
290440 Brejolândia;125
290450 Brotas de Macaúbas;150
290460 Brumado;983
290470 Buerarema;159
290475 Buritirama;204
290480 Caatiba;101
290485 Cabaceiras do Paraguaçu;158
290490 Cachoeira;366
290500 Caculé;272
290510 Caém;114
290515 Caetanos;136
290520 Caetité;603
290530 Cafarnaum;193
290540 Cairu;207
290550 Caldeirão Grande;111
290560 Camacan;372
290570 Camaçari;3733
290580 Camamu;244
290590 Campo Alegre de Lourdes;262
290600 Campo Formoso;644
290610 Canápolis;124
290620 Canarana;225
290630 Canavieiras;306
290640 Candeal;92
290650 Candeias;853
290660 Candiba;97
290670 Cândido Sales;320
290680 Cansanção;250
290682 Canudos;143
290685 Capela do Alto Alegre;111
290687 Capim Grosso;381
290689 Caraíbas;89
290690 Caravelas;246
290700 Cardeal da Silva;89
290710 Carinhanha;248
290720 Casa Nova;443
290730 Castro Alves;386
290740 Catolândia;70
290750 Catu;708
290755 Caturama;143
290760 Central;154
290770 Chorrochó;155
290780 Cícero Dantas;348
290790 Cipó;134
290800 Coaraci;224
290810 Cocos;161
290820 Conceição da Feira;239
290830 Conceição do Almeida;323
290840 Conceição do Coité;680
290850 Conceição do Jacuípe;391
290860 Conde;241
290870 Condeúba;317
290880 Contendas do Sincorá;80
290890 Coração de Maria;218
290900 Cordeiros;113
290910 Coribe;184
290920 Coronel João Sá;124
290930 Correntina;290
290940 Cotegipe;125
290950 Cravolândia;60
290960 Crisópolis;165
290970 Cristópolis;162
290980 Cruz das Almas;829
290990 Curaçá;342
291000 Dário Meira;132
291005 Dias d'Ávila;614
291010 Dom Basílio;183
291020 Dom Macedo Costa;50
291030 Elísio Medrado;102
291040 Encruzilhada;211
291050 Entre Rios;348
290050 Érico Cardoso;169
291060 Esplanada;324
291070 Euclides da Cunha;536
291072 Eunápolis;1414
291075 Fátima;157
291077 Feira da Mata;76
291080 Feira de Santana;7836
291085 Filadélfia;214
291090 Firmino Alves;64
291100 Floresta Azul;98
291110 Formosa do Rio Preto;184
291120 Gandu;454
291125 Gavião;59
291130 Gentio do Ouro;159
291140 Glória;162
291150 Gongogi;99
291160 Governador Mangabeira;229
291165 Guajeru;174
291170 Guanambi;1615
291180 Guaratinga;174
291185 Heliópolis;88
291190 Iaçu;342
291200 Ibiassucê;134
291210 Ibicaraí;282
291220 Ibicoara;161
291230 Ibicuí;189
291240 Ibipeba;208
291250 Ibipitanga;206
291260 Ibiquera;67
291270 Ibirapitanga;231
291280 Ibirapuã;129
291290 Ibirataia;267
291300 Ibitiara;133
291310 Ibititá;149
291320 Ibotirama;471
291330 Ichu;74
291340 Igaporã;208
291345 Igrapiúna;152
291350 Iguaí;200
291360 Ilhéus;2912
291370 Inhambupe;274
291380 Ipecaetá;113
291390 Ipiaú;631
291400 Ipirá;452
291410 Ipupiara;118
291420 Irajuba;66
291430 Iramaia;84
291440 Iraquara;200
291450 Irará;270
291460 Irecê;1408
291465 Itabela;311
291470 Itaberaba;973
291480 Itabuna;4274
291490 Itacaré;254
291500 Itaeté;129
291510 Itagi;160
291520 Itagibá;92
291530 Itagimirim;92
291535 Itaguaçu da Bahia;197
291540 Itaju do Colônia;75
291550 Itajuípe;166
291560 Itamaraju;546
291570 Itamari;72
291580 Itambé;264
291590 Itanagra;118
291600 Itanhém;204
291610 Itaparica;348
291620 Itapé;119
291630 Itapebi;108
291640 Itapetinga;844
291650 Itapicuru;301
291660 Itapitanga;90
291670 Itaquara;84
291680 Itarantim;177
291685 Itatim;164
291690 Itiruçu;124
291700 Itiúba;292
291710 Itororó;185
291720 Ituaçu;279
291730 Ituberá;221
291733 Iuiú;134
291735 Jaborandi;129
291740 Jacaraci;199
291750 Jacobina;1456
291760 Jaguaquara;479
291770 Jaguarari;430
291780 Jaguaripe;131
291790 Jandaíra;97
291800 Jequié;2776
291810 Jeremoabo;411
291820 Jiquiriçá;145
291830 Jitaúna;145
291835 João Dourado;162
291840 Juazeiro;3209
291845 Jucuruçu;73
291850 Jussara;153
291855 Jussari;85
291860 Jussiape;138
291870 Lafaiete Coutinho;57
291875 Lagoa Real;120
291880 Laje;232
291890 Lajedão;73
291900 Lajedinho;37
291905 Lajedo do Tabocal;72
291910 Lamarão;92
291915 Lapão;228
291920 Lauro de Freitas;2784
291930 Lençóis;117
291940 Licínio de Almeida;124
291950 Livramento de Nossa Senhora;573
291955 Luís Eduardo Magalhães;837
291960 Macajuba;161
291970 Macarani;177
291980 Macaúbas;621
291990 Macururé;96
291992 Madre de Deus;388
291995 Maetinga;140
292000 Maiquinique;95
292010 Mairi;320
292020 Malhada;156
292030 Malhada de Pedras;88
292040 Manoel Vitorino;147
292045 Mansidão;99
292050 Maracás;305
292060 Maragogipe;323
292070 Maraú;147
292080 Marcionílio Souza;93
292090 Mascote;114
292100 Mata de São João;422
292105 Matina;163
292110 Medeiros Neto;222
292120 Miguel Calmon;321
292130 Milagres;97
292140 Mirangaba;116
292145 Mirante;129
292150 Monte Santo;328
292160 Morpará;87
292170 Morro do Chapéu;469
292180 Mortugaba;142
292190 Mucugê;149
292200 Mucuri;458
292205 Mulungu do Morro;131
292210 Mundo Novo;191
292220 Muniz Ferreira;70
292225 Muquém de São Francisco;103
292230 Muritiba;281
292240 Mutuípe;223
292250 Nazaré;266
292260 Nilo Peçanha;116
292265 Nordestina;118
292270 Nova Canaã;157
292273 Nova Fátima;80
292275 Nova Ibiá;71
292280 Nova Itarana;105
292285 Nova Redenção;105
292290 Nova Soure;220
292300 Nova Viçosa;325
292303 Novo Horizonte;130
292305 Novo Triunfo;110
292310 Olindina;174
292320 Oliveira dos Brejinhos;267
292330 Ouriçangas;103
292335 Ourolândia;193
292340 Palmas de Monte Alto;167
292350 Palmeiras;101
292360 Paramirim;468
292370 Paratinga;193
292380 Paripiranga;246
292390 Pau Brasil;140
292400 Paulo Afonso;1701
292405 Pé de Serra;160
292410 Pedrão;73
292420 Pedro Alexandre;108
292430 Piatã;186
292440 Pilão Arcado;213
292450 Pindaí;140
292460 Pindobaçu;203
292465 Pintadas;92
292467 Piraí do Norte;81
292470 Piripá;143
292480 Piritiba;203
292490 Planaltino;116
292500 Planalto;170
292510 Poções;473
292520 Pojuca;445
292525 Ponto Novo;159
292530 Porto Seguro;1858
292540 Potiraguá;86
292550 Prado;382
292560 Presidente Dutra;151
292570 Presidente Jânio Quadros;148
292575 Presidente Tancredo Neves;249
292580 Queimadas;219
292590 Quijingue;184
292593 Quixabeira;76
292595 Rafael Jambeiro;290
292600 Remanso;468
292610 Retirolândia;150
292620 Riachão das Neves;158
292630 Riachão do Jacuípe;293
292640 Riacho de Santana;277
292650 Ribeira do Amparo;112
292660 Ribeira do Pombal;625
292665 Ribeirão do Largo;112
292670 Rio de Contas;184
292680 Rio do Antônio;134
292690 Rio do Pires;152
292700 Rio Real;447
292710 Rodelas;182
292720 Ruy Barbosa;366
292730 Salinas da Margarida;120
292740 Salvador;53627
292750 Santa Bárbara;157
292760 Santa Brígida;158
292770 Santa Cruz Cabrália;301
292780 Santa Cruz da Vitória;60
292790 Santa Inês;125
292805 Santa Luzia;120
292810 Santa Maria da Vitória;481
292840 Santa Rita de Cássia;298
292850 Santa Teresinha;142
