MUNICIPIO;QUANTIDADE
231250 São João do Jaguaribe;92
231260 São Luís do Curu;101
231270 Senador Pompeu;279
231280 Senador Sá;48
231290 Sobral;3961
231300 Solonópole;255
231310 Tabuleiro do Norte;314
231320 Tamboril;279
231325 Tarrafas;72
231330 Tauá;725
231335 Tejuçuoca;116
231340 Tianguá;856
231350 Trairi;391
231355 Tururu;130
231360 Ubajara;347
231370 Umari;86
231375 Umirim;103
231380 Uruburetama;159
231390 Uruoca;187
231395 Varjota;164
231400 Várzea Alegre;310
231410 Viçosa do Ceará;428
240010 Acari;113
240020 Açu;786
240030 Afonso Bezerra;106
240040 Água Nova;41
240050 Alexandria;268
240060 Almino Afonso;67
240070 Alto do Rodrigues;108
240080 Angicos;148
240090 Antônio Martins;85
240100 Apodi;426
240110 Areia Branca;307
240120 Arês;125
240130 Augusto Severo;110
240140 Baía Formosa;92
240145 Baraúna;320
240150 Barcelona;71
240160 Bento Fernandes;68
240165 Bodó;43
240170 Bom Jesus;88
240180 Brejinho;130
240185 Caiçara do Norte;57
240190 Caiçara do Rio do Vento;67
240200 Caicó;1227
240210 Campo Redondo;120
240220 Canguaretama;386
240230 Caraúbas;331
240240 Carnaúba dos Dantas;125
240250 Carnaubais;127
240260 Ceará-Mirim;746
240270 Cerro Corá;118
240280 Coronel Ezequiel;68
240290 Coronel João Pessoa;66
240300 Cruzeta;87
240310 Currais Novos;993
240320 Doutor Severiano;70
240330 Encanto;85
240340 Equador;78
240350 Espírito Santo;78
240360 Extremoz;279
240370 Felipe Guerra;78
240375 Fernando Pedroza;62
240380 Florânia;88
240390 Francisco Dantas;36
240400 Frutuoso Gomes;87
240410 Galinhos;54
240420 Goianinha;262
240430 Governador Dix-Sept Rosado;90
240440 Grossos;89
240450 Guamaré;658
240460 Ielmo Marinho;102
240470 Ipanguaçu;137
240480 Ipueira;48
240485 Itajá;102
240490 Itaú;56
240500 Jaçanã;107
240510 Jandaíra;72
240520 Janduís;94
240530 Januário Cicco;66
240540 Japi;73
240550 Jardim de Angicos;61
240560 Jardim de Piranhas;154
240570 Jardim do Seridó;131
240580 João Câmara;422
240590 João Dias;33
240600 José da Penha;70
240610 Jucurutu;236
240615 Jundiá;51
240620 Lagoa d'Anta;89
240630 Lagoa de Pedras;74
240640 Lagoa de Velhos;46
240650 Lagoa Nova;141
240660 Lagoa Salgada;64
240670 Lajes;163
240680 Lajes Pintadas;56
240690 Lucrécia;67
240700 Luís Gomes;93
240710 Macaíba;907
240720 Macau;369
240725 Major Sales;66
240730 Marcelino Vieira;54
240740 Martins;88
240750 Maxaranguape;102
240760 Messias Targino;49
240770 Montanhas;136
240780 Monte Alegre;222
240790 Monte das Gameleiras;40
240800 Mossoró;4310
240810 Natal;16128
240820 Nísia Floresta;211
240830 Nova Cruz;385
240840 Olho-d'Água do Borges;59
240850 Ouro Branco;52
240860 Paraná;102
240870 Paraú;44
240880 Parazinho;70
240890 Parelhas;287
240325 Parnamirim;2560
240910 Passa e Fica;113
240920 Passagem;34
240930 Patu;140
240940 Pau dos Ferros;999
240950 Pedra Grande;71
240960 Pedra Preta;43
240970 Pedro Avelino;76
240980 Pedro Velho;172
240990 Pendências;143
241000 Pilões;49
241010 Poço Branco;180
241020 Portalegre;64
241025 Porto do Mangue;96
241040 Pureza;78
241050 Rafael Fernandes;41
241060 Rafael Godeiro;41
241070 Riacho da Cruz;40
241080 Riacho de Santana;40
241090 Riachuelo;63
240895 Rio do Fogo;163
241100 Rodolfo Fernandes;56
241110 Ruy Barbosa;53
241120 Santa Cruz;877
240933 Santa Maria;62
241140 Santana do Matos;117
241142 Santana do Seridó;57
241150 Santo Antônio;441
241160 São Bento do Norte;36
241170 São Bento do Trairí;37
241180 São Fernando;48
241190 São Francisco do Oeste;39
241200 São Gonçalo do Amarante;618
241210 São João do Sabugi;85
241220 São José de Mipibu;559
241230 São José do Campestre;130
241240 São José do Seridó;52
241250 São Miguel;193
241255 São Miguel do Gostoso;133
241260 São Paulo do Potengi;284
241270 São Pedro;57
241280 São Rafael;87
241290 São Tomé;95
241300 São Vicente;63
241310 Senador Elói de Souza;65
241320 Senador Georgino Avelino;68
241030 Serra Caiada;94
241330 Serra de São Bento;87
241335 Serra do Mel;91
241340 Serra Negra do Norte;77
241350 Serrinha;68
241355 Serrinha dos Pintos;55
241360 Severiano Melo;96
241370 Sítio Novo;51
241380 Taboleiro Grande;42
241390 Taipu;130
241400 Tangará;105
241410 Tenente Ananias;91
241415 Tenente Laurentino Cruz;67
241105 Tibau;76
241420 Tibau do Sul;152
241430 Timbaúba dos Batistas;50
241440 Touros;297
241445 Triunfo Potiguar;85
241450 Umarizal;92
241460 Upanema;145
241470 Várzea;53
241475 Venha-Ver;44
241480 Vera Cruz;97
241490 Viçosa;42
241500 Vila Flor;42
250010 Água Branca;131
250020 Aguiar;90
250030 Alagoa Grande;249
250040 Alagoa Nova;207
250050 Alagoinha;128
250053 Alcantil;84
250057 Algodão de Jandaíra;42
250060 Alhandra;278
250073 Amparo;42
250077 Aparecida;68
250080 Araçagi;153
250090 Arara;123
250100 Araruna;175
250110 Areia;197
250115 Areia de Baraúnas;30
250120 Areial;61
250130 Aroeiras;179
250135 Assunção;42
250140 Baía da Traição;130
250150 Bananeiras;217
250153 Baraúna;55
250160 Barra de Santa Rosa;133
250157 Barra de Santana;131
250170 Barra de São Miguel;57
250180 Bayeux;873
250190 Belém;251
250200 Belém do Brejo do Cruz;90
250205 Bernardino Batista;46
250210 Boa Ventura;61
250215 Boa Vista;77
250220 Bom Jesus;35
250230 Bom Sucesso;83
250240 Bonito de Santa Fé;115
250250 Boqueirão;258
250270 Borborema;43
250280 Brejo do Cruz;150
250290 Brejo dos Santos;49
250300 Caaporã;256
250310 Cabaceiras;83
250320 Cabedelo;921
250330 Cachoeira dos Índios;98
250340 Cacimba de Areia;60
250350 Cacimba de Dentro;141
250355 Cacimbas;60
250360 Caiçara;65
250370 Cajazeiras;1063
250375 Cajazeirinhas;53
250380 Caldas Brandão;68
250390 Camalaú;69
250400 Campina Grande;7028
250403 Capim;64
250407 Caraúbas;45
250410 Carrapateira;31
250415 Casserengue;58
250420 Catingueira;71
250430 Catolé do Rocha;379
250435 Caturité;63
250440 Conceição;203
250450 Condado;91
250460 Conde;242
250470 Congo;57
250480 Coremas;187
250485 Coxixola;25
250490 Cruz do Espírito Santo;110
250500 Cubati;64
250510 Cuité;293
250523 Cuité de Mamanguape;51
250520 Cuitegi;63
250527 Curral de Cima;77
250530 Curral Velho;25
250535 Damião;55
250540 Desterro;79
250560 Diamante;66
250570 Dona Inês;101
250580 Duas Estradas;45
250590 Emas;26
250600 Esperança;404
250610 Fagundes;91
250620 Frei Martinho;84
250625 Gado Bravo;71
250630 Guarabira;946
250640 Gurinhém;175
250650 Gurjão;44
250660 Ibiara;77
250260 Igaracy;63
250670 Imaculada;86
250680 Ingá;175
250690 Itabaiana;397
250700 Itaporanga;326
250710 Itapororoca;128
250720 Itatuba;88
250730 Jacaraú;158
250740 Jericó;76
250750 João Pessoa;14529
251365 Joca Claudino;41
250760 Juarez Távora;62
250770 Juazeirinho;189
250780 Junco do Seridó;62
250790 Juripiranga;132
250800 Juru;105
250810 Lagoa;46
250820 Lagoa de Dentro;80
250830 Lagoa Seca;253
250840 Lastro;35
250850 Livramento;79
250855 Logradouro;67
250860 Lucena;129
250870 Mãe d'Água;48
250880 Malta;56
250890 Mamanguape;803
250900 Manaíra;96
250905 Marcação;101
250910 Mari;189
250915 Marizópolis;61
250920 Massaranduba;132
250930 Mataraca;128
250933 Matinhas;40
250937 Mato Grosso;20
250939 Maturéia;53
250940 Mogeiro;120
250950 Montadas;55
250960 Monte Horebe;45
250970 Monteiro;604
250980 Mulungu;86
250990 Natuba;108
251000 Nazarezinho;54
251010 Nova Floresta;109
251020 Nova Olinda;65
251030 Nova Palmeira;59
251040 Olho d'Água;56
251050 Olivedos;39
251060 Ouro Velho;35
251065 Parari;28
251070 Passagem;24
251080 Patos;1887
251090 Paulista;117
251100 Pedra Branca;38
251110 Pedra Lavrada;112
251120 Pedras de Fogo;282
251272 Pedro Régis;48
251130 Piancó;480
251140 Picuí;379
251150 Pilar;126
251160 Pilões;64
251170 Pilõezinhos;46
251180 Pirpirituba;61
251190 Pitimbu;182
251200 Pocinhos;233
251203 Poço Dantas;44
251207 Poço de José de Moura;46
251210 Pombal;504
251220 Prata;57
251230 Princesa Isabel;439
251240 Puxinanã;90
251250 Queimadas;427
251260 Quixabá;27
251270 Remígio;181
251274 Riachão;51
251275 Riachão do Bacamarte;34
251276 Riachão do Poço;40
251278 Riacho de Santo Antônio;43
251280 Riacho dos Cavalos;65
251290 Rio Tinto;188
251300 Salgadinho;33
251310 Salgado de São Félix;121
251315 Santa Cecília;71
251320 Santa Cruz;61
251330 Santa Helena;57
251335 Santa Inês;43
251340 Santa Luzia;252
251370 Santa Rita;1222
251380 Santa Teresinha;57
251350 Santana de Mangueira;48
251360 Santana dos Garrotes;79
251385 Santo André;41
251392 São Bentinho;53
251390 São Bento;345
251396 São Domingos;28
251394 São Domingos do Cariri;34
251398 São Francisco;46
251400 São João do Cariri;73
250070 São João do Rio do Peixe;182
251410 São João do Tigre;40
251420 São José da Lagoa Tapada;73
251430 São José de Caiana;52
251440 São José de Espinharas;69
251450 São José de Piranhas;170
251455 São José de Princesa;38
251460 São José do Bonfim;36
251465 São José do Brejo do Cruz;19
251470 São José do Sabugi;58
251480 São José dos Cordeiros;34
251445 São José dos Ramos;79
251490 São Mamede;85
251500 São Miguel de Taipu;64
251510 São Sebastião de Lagoa de Roça;100
251520 São Sebastião do Umbuzeiro;35
251540 São Vicente do Seridó;103
251530 Sapé;431
251550 Serra Branca;152
251560 Serra da Raiz;30
251570 Serra Grande;56
251580 Serra Redonda;58
251590 Serraria;81
251593 Sertãozinho;56
251597 Sobrado;52
251600 Solânea;259
251610 Soledade;163
251615 Sossêgo;35
251620 Sousa;889
251630 Sumé;193
251640 Tacima;70
251650 Taperoá;214
251660 Tavares;118
251670 Teixeira;132
251675 Tenório;41
251680 Triunfo;84
251690 Uiraúna;193
251700 Umbuzeiro;104
251710 Várzea;43
251720 Vieirópolis;45
250550 Vista Serrana;51
251740 Zabelê;33
260005 Abreu e Lima;871
260010 Afogados da Ingazeira;643
260020 Afrânio;247
260030 Agrestina;318
260040 Água Preta;253
260050 Águas Belas;337
260060 Alagoinha;148
260070 Aliança;246
260080 Altinho;166
260090 Amaraji;184
260100 Angelim;127
260105 Araçoiaba;158
260110 Araripina;559
260120 Arcoverde;1440
260130 Barra de Guabiraba;112
260140 Barreiros;473
260150 Belém de Maria;93
260160 Belém do São Francisco;178
260170 Belo Jardim;623
260180 Betânia;106
260190 Bezerros;700
260200 Bodocó;305
260210 Bom Conselho;452
260220 Bom Jardim;250
260230 Bonito;256
260240 Brejão;94
260250 Brejinho;77
260260 Brejo da Madre de Deus;323
260270 Buenos Aires;112
260280 Buíque;294
260290 Cabo de Santo Agostinho;3049
260300 Cabrobó;359
260310 Cachoeirinha;155
260320 Caetés;184
260330 Calçado;104
260340 Calumbi;68
260345 Camaragibe;1416
260350 Camocim de São Félix;118
260360 Camutanga;105
260370 Canhotinho;179
260380 Capoeiras;147
260390 Carnaíba;194
260392 Carnaubeira da Penha;174
260400 Carpina;727
260410 Caruaru;6870
260415 Casinhas;134
260420 Catende;178
260430 Cedro;127
260440 Chã de Alegria;107
260450 Chã Grande;184
260460 Condado;155
260470 Correntes;121
260480 Cortês;144
260490 Cumaru;138
260500 Cupira;193
260510 Custódia;281
260515 Dormentes;187
260520 Escada;456
260530 Exu;285
260540 Feira Nova;156
260545 Fernando de Noronha;94
260550 Ferreiros;86
260560 Flores;149
260570 Floresta;267
260580 Frei Miguelinho;119
260590 Gameleira;183
260600 Garanhuns;1825
260610 Glória do Goitá;186
260620 Goiana;1145
260630 Granito;83
260640 Gravatá;795
260650 Iati;153
260660 Ibimirim;227
260670 Ibirajuba;72
260680 Igarassu;1240
260690 Iguaracy;90
260760 Ilha de Itamaracá;366
260700 Inajá;165
260710 Ingazeira;62
260720 Ipojuca;1392
260730 Ipubi;290
260740 Itacuruba;70
260750 Itaíba;177
260765 Itambé;310
260770 Itapetim;129
260775 Itapissuma;244
260780 Itaquitinga;130
260790 Jaboatão dos Guararapes;5330
260795 Jaqueira;128
260800 Jataúba;137
260805 Jatobá;245
260810 João Alfredo;211
260820 Joaquim Nabuco;115
260825 Jucati;77
260830 Jupi;133
260840 Jurema;116
260850 Lagoa de Itaenga;184
260845 Lagoa do Carro;161
260860 Lagoa do Ouro;119
260870 Lagoa dos Gatos;96
260875 Lagoa Grande;265
260880 Lajedo;189
260890 Limoeiro;893
260900 Macaparana;236
260910 Machados;111
260915 Manari;135
260920 Maraial;70
260930 Mirandiba;153
261430 Moreilândia;91
260940 Moreno;425
260950 Nazaré da Mata;351
260960 Olinda;2790
260970 Orobó;167
260980 Orocó;104
260990 Ouricuri;743
261000 Palmares;854
261010 Palmeirina;77
261020 Panelas;173
261030 Paranatama;108
261040 Parnamirim;170
261050 Passira;199
261060 Paudalho;418
261070 Paulista;2841
261080 Pedra;190
261090 Pesqueira;603
261100 Petrolândia;291
261110 Petrolina;5349
261120 Poção;109
261130 Pombos;177
261140 Primavera;87
261150 Quipapá;165
261153 Quixaba;101
261160 Recife;41593
261170 Riacho das Almas;155
261180 Ribeirão;293
261190 Rio Formoso;147
261200 Sairé;95
261210 Salgadinho;63
261220 Salgueiro;978
261230 Saloá;145
261240 Sanharó;139
261245 Santa Cruz;128
261247 Santa Cruz da Baixa Verde;87
261250 Santa Cruz do Capibaribe;623
261255 Santa Filomena;71
261260 Santa Maria da Boa Vista;305
261270 Santa Maria do Cambucá;87
261280 Santa Terezinha;127
261290 São Benedito do Sul;82
261300 São Bento do Una;257
261310 São Caitano;182
261320 São João;195
261330 São Joaquim do Monte;197
261340 São José da Coroa Grande;124
261350 São José do Belmonte;218
261360 São José do Egito;361
261370 São Lourenço da Mata;661
261380 São Vicente Ferrer;126
261390 Serra Talhada;1123
261400 Serrita;174
261410 Sertânia;304
261420 Sirinhaém;201
261440 Solidão;74
261450 Surubim;488
261460 Tabira;239
261470 Tacaimbó;79
261480 Tacaratu;179
261485 Tamandaré;159
261500 Taquaritinga do Norte;176
261510 Terezinha;80
261520 Terra Nova;86
261530 Timbaúba;432
261540 Toritama;174
261550 Tracunhaém;85
261560 Trindade;187
261570 Triunfo;109
261580 Tupanatinga;143
261590 Tuparetama;73
261600 Venturosa;164
261610 Verdejante;86
261618 Vertente do Lério;78
261620 Vertentes;144
261630 Vicência;245
261640 Vitória de Santo Antão;1264
261650 Xexéu;141
270010 Água Branca;238
270020 Anadia;172
270030 Arapiraca;3677
270040 Atalaia;344
270050 Barra de Santo Antônio;146
270060 Barra de São Miguel;86
270070 Batalha;181
270080 Belém;74
270090 Belo Monte;70
270100 Boca da Mata;230
270110 Branquinha;85
270120 Cacimbinhas;115
270130 Cajueiro;218
270135 Campestre;64
270140 Campo Alegre;422
270150 Campo Grande;115
270160 Canapi;260
270170 Capela;189
270180 Carneiros;83
270190 Chã Preta;81
270200 Coité do Nóia;100
270210 Colônia Leopoldina;189
270220 Coqueiro Seco;83
270230 Coruripe;622
270235 Craíbas;242
270240 Delmiro Gouveia;559
270250 Dois Riachos;106
270255 Estrela de Alagoas;158
270260 Feira Grande;174
270270 Feliz Deserto;56
270280 Flexeiras;114
270290 Girau do Ponciano;307
270300 Ibateguara;125
270310 Igaci;214
270320 Igreja Nova;200
270330 Inhapi;252
270340 Jacaré dos Homens;64
270350 Jacuípe;61
270360 Japaratinga;86
270370 Jaramataia;68
270375 Jequiá da Praia;136
270380 Joaquim Gomes;219
270390 Jundiá;48
270400 Junqueiro;323
270410 Lagoa da Canoa;196
270420 Limoeiro de Anadia;308
270430 Maceió;17748
270440 Major Isidoro;171
270490 Mar Vermelho;37
270450 Maragogi;336
270460 Maravilha;88
270470 Marechal Deodoro;577
270480 Maribondo;150
270500 Mata Grande;240
270510 Matriz de Camaragibe;228
270520 Messias;144
270530 Minador do Negrão;73
270540 Monteirópolis;67
270550 Murici;242
270560 Novo Lino;91
270570 Olho d'Água das Flores;191
270580 Olho d'Água do Casado;76
270590 Olho d'Água Grande;51
270600 Olivença;81
270610 Ouro Branco;102
270620 Palestina;57
270630 Palmeira dos Índios;947
270640 Pão de Açúcar;284
270642 Pariconha;138
270644 Paripueira;112
270650 Passo de Camaragibe;136
270660 Paulo Jacinto;97
270670 Penedo;834
270680 Piaçabuçu;145
270690 Pilar;370
270700 Pindoba;62
270710 Piranhas;275
270720 Poço das Trincheiras;93
270730 Porto Calvo;250
270740 Porto de Pedras;120
270750 Porto Real do Colégio;188
270760 Quebrangulo;131
270770 Rio Largo;584
270780 Roteiro;59
270790 Santa Luzia do Norte;67
270800 Santana do Ipanema;702
270810 Santana do Mundaú;118
270820 São Brás;75
270830 São José da Laje;253
270840 São José da Tapera;284
270850 São Luís do Quitunde;246
270860 São Miguel dos Campos;889
270870 São Miguel dos Milagres;89
270880 São Sebastião;295
270890 Satuba;130
270895 Senador Rui Palmeira;98
270900 Tanque d'Arca;60
270910 Taquarana;180
270915 Teotônio Vilela;460
270920 Traipu;186
270930 União dos Palmares;588
270940 Viçosa;252
280010 Amparo de São Francisco;42
280020 Aquidabã;180
280030 Aracaju;14890
280040 Arauá;140
280050 Areia Branca;164
280060 Barra dos Coqueiros;423
280067 Boquim;278
280070 Brejo Grande;86
280100 Campo do Brito;206
280110 Canhoba;48
280120 Canindé de São Francisco;390
280130 Capela;491
280140 Carira;220
280150 Carmópolis;230
280160 Cedro de São João;82
280170 Cristinápolis;220
280190 Cumbe;53
280200 Divina Pastora;97
280210 Estância;847
280220 Feira Nova;51
280230 Frei Paulo;119
280240 Gararu;72
280250 General Maynard;38
280260 Gracho Cardoso;57
280270 Ilha das Flores;81
280280 Indiaroba;163
280290 Itabaiana;1138
280300 Itabaianinha;279
280310 Itabi;55
280320 Itaporanga d'Ajuda;365
280330 Japaratuba;142
280340 Japoatã;119
280350 Lagarto;1156
280360 Laranjeiras;264
280370 Macambira;76
280380 Malhada dos Bois;51
280390 Malhador;76
280400 Maruim;134
280410 Moita Bonita;69
280420 Monte Alegre de Sergipe;104
280430 Muribeca;67
280440 Neópolis;301
280445 Nossa Senhora Aparecida;90
280450 Nossa Senhora da Glória;426
280460 Nossa Senhora das Dores;215
280470 Nossa Senhora de Lourdes;50
280480 Nossa Senhora do Socorro;1550
280490 Pacatuba;136
280500 Pedra Mole;32
280510 Pedrinhas;63
280520 Pinhão;72
280530 Pirambu;76
280540 Poço Redondo;204
280550 Poço Verde;209
280560 Porto da Folha;284
280570 Propriá;505
280580 Riachão do Dantas;173
280590 Riachuelo;121
280600 Ribeirópolis;173
280610 Rosário do Catete;139
280620 Salgado;148
280630 Santa Luzia do Itanhy;124
280650 Santa Rosa de Lima;52
280640 Santana do São Francisco;70
280660 Santo Amaro das Brotas;127
280670 São Cristóvão;539
280680 São Domingos;118
280690 São Francisco;41
280700 São Miguel do Aleixo;43
280710 Simão Dias;362
280720 Siriri;101
280730 Telha;29
280740 Tobias Barreto;456
280750 Tomar do Geru;120
280760 Umbaúba;243
290010 Abaíra;123
290020 Abaré;191
290030 Acajutiba;128
290035 Adustina;110
290040 Água Fria;138
290060 Aiquara;57
290070 Alagoinhas;2601
290080 Alcobaça;237
290090 Almadina;68
290100 Amargosa;496
290110 Amélia Rodrigues;233
290115 América Dourada;150
290120 Anagé;195
290130 Andaraí;134
290135 Andorinha;130
290140 Angical;133
290150 Anguera;106
290160 Antas;188
290170 Antônio Cardoso;109
290180 Antônio Gonçalves;133
290190 Aporá;144
290195 Apuarema;84
290205 Araças;146
290200 Aracatu;168
290210 Araci;424
290220 Aramari;93
290225 Arataca;112
290230 Aratuípe;90
290240 Aurelino Leal;133
290250 Baianópolis;136
290260 Baixa Grande;170
290265 Banzaê;134
290270 Barra;449
290280 Barra da Estiva;222
290290 Barra do Choça;280
290300 Barra do Mendes;195
290310 Barra do Rocha;63
290320 Barreiras;2699
290323 Barro Alto;120
290330 Barro Preto;82
290327 Barrocas;152
290340 Belmonte;239
290350 Belo Campo;264
290360 Biritinga;185
290370 Boa Nova;121
290380 Boa Vista do Tupim;208
290390 Bom Jesus da Lapa;784
290395 Bom Jesus da Serra;123
290400 Boninal;119
290405 Bonito;174
290410 Boquira;215
290420 Botuporã;188
290430 Brejões;188
290440 Brejolândia;128
290450 Brotas de Macaúbas;136
290460 Brumado;994
290470 Buerarema;153
290475 Buritirama;206
290480 Caatiba;96
290485 Cabaceiras do Paraguaçu;154
290490 Cachoeira;341
290500 Caculé;262
290510 Caém;112
290515 Caetanos;125
290520 Caetité;631
290530 Cafarnaum;178
290540 Cairu;180
290550 Caldeirão Grande;103
290560 Camacan;321
290570 Camaçari;3652
290580 Camamu;237
290590 Campo Alegre de Lourdes;234
290600 Campo Formoso;612
290610 Canápolis;126
290620 Canarana;218
290630 Canavieiras;311
290640 Candeal;87
290650 Candeias;835
290660 Candiba;89
290670 Cândido Sales;307
290680 Cansanção;259
290682 Canudos;135
290685 Capela do Alto Alegre;109
290687 Capim Grosso;373
290689 Caraíbas;80
290690 Caravelas;207
290700 Cardeal da Silva;78
290710 Carinhanha;245
290720 Casa Nova;442
290730 Castro Alves;386
290740 Catolândia;69
290750 Catu;680
290755 Caturama;125
290760 Central;142
290770 Chorrochó;148
290780 Cícero Dantas;259
290790 Cipó;136
290800 Coaraci;229
290810 Cocos;162
290820 Conceição da Feira;243
290830 Conceição do Almeida;326
290840 Conceição do Coité;655
290850 Conceição do Jacuípe;353
290860 Conde;235
290870 Condeúba;305
290880 Contendas do Sincorá;82
290890 Coração de Maria;220
290900 Cordeiros;109
290910 Coribe;185
290920 Coronel João Sá;124
290930 Correntina;282
290940 Cotegipe;122
290950 Cravolândia;60
290960 Crisópolis;166
290970 Cristópolis;165
290980 Cruz das Almas;809
290990 Curaçá;328
291000 Dário Meira;129
291005 Dias d'Ávila;633
291010 Dom Basílio;175
291020 Dom Macedo Costa;47
291030 Elísio Medrado;100
291040 Encruzilhada;193
291050 Entre Rios;323
290050 Érico Cardoso;163
291060 Esplanada;298
291070 Euclides da Cunha;519
291072 Eunápolis;1358
291075 Fátima;146
291077 Feira da Mata;71
291080 Feira de Santana;7512
291085 Filadélfia;193
291090 Firmino Alves;62
291100 Floresta Azul;100
291110 Formosa do Rio Preto;176
291120 Gandu;443
291125 Gavião;58
291130 Gentio do Ouro;157
291140 Glória;159
291150 Gongogi;87
291160 Governador Mangabeira;224
291165 Guajeru;163
291170 Guanambi;1520
291180 Guaratinga;176
291185 Heliópolis;83
291190 Iaçu;341
291200 Ibiassucê;126
291210 Ibicaraí;273
291220 Ibicoara;162
291230 Ibicuí;181
291240 Ibipeba;182
291250 Ibipitanga;212
291260 Ibiquera;64
291270 Ibirapitanga;202
291280 Ibirapuã;142
291290 Ibirataia;262
291300 Ibitiara;122
291310 Ibititá;143
291320 Ibotirama;405
291330 Ichu;76
291340 Igaporã;190
291345 Igrapiúna;135
291350 Iguaí;197
291360 Ilhéus;2428
291370 Inhambupe;264
291380 Ipecaetá;112
291390 Ipiaú;555
291400 Ipirá;410
291410 Ipupiara;111
291420 Irajuba;63
291430 Iramaia;87
291440 Iraquara;206
291450 Irará;257
291460 Irecê;1314
291465 Itabela;293
291470 Itaberaba;911
291480 Itabuna;4221
291490 Itacaré;240
291500 Itaeté;121
291510 Itagi;148
291520 Itagibá;84
291530 Itagimirim;95
291535 Itaguaçu da Bahia;195
291540 Itaju do Colônia;76
291550 Itajuípe;164
291560 Itamaraju;545
291570 Itamari;67
291580 Itambé;256
291590 Itanagra;100
291600 Itanhém;193
291610 Itaparica;353
291620 Itapé;114
291630 Itapebi;98
291640 Itapetinga;803
291650 Itapicuru;292
291660 Itapitanga;77
291670 Itaquara;82
291680 Itarantim;184
291685 Itatim;169
291690 Itiruçu;113
291700 Itiúba;279
291710 Itororó;188
291720 Ituaçu;275
291730 Ituberá;216
291733 Iuiú;133
291735 Jaborandi;135
291740 Jacaraci;191
291750 Jacobina;1229
291760 Jaguaquara;467
291770 Jaguarari;434
291780 Jaguaripe;131
291790 Jandaíra;79
291800 Jequié;2695
291810 Jeremoabo;410
291820 Jiquiriçá;121
291830 Jitaúna;141
291835 João Dourado;150
291840 Juazeiro;3004
291845 Jucuruçu;73
291850 Jussara;150
291855 Jussari;68
291860 Jussiape;111
291870 Lafaiete Coutinho;58
291875 Lagoa Real;120
291880 Laje;240
291890 Lajedão;81
291900 Lajedinho;32
291905 Lajedo do Tabocal;68
291910 Lamarão;89
291915 Lapão;216
291920 Lauro de Freitas;2701
291930 Lençóis;122
291940 Licínio de Almeida;115
291950 Livramento de Nossa Senhora;571
291955 Luís Eduardo Magalhães;738
291960 Macajuba;136
291970 Macarani;179
291980 Macaúbas;610
291990 Macururé;100
291992 Madre de Deus;374
291995 Maetinga;151
292000 Maiquinique;94
292010 Mairi;311
292020 Malhada;154
292030 Malhada de Pedras;81
292040 Manoel Vitorino;145
292045 Mansidão;94
292050 Maracás;265
292060 Maragogipe;323
292070 Maraú;141
292080 Marcionílio Souza;93
292090 Mascote;109
292100 Mata de São João;414
292105 Matina;158
292110 Medeiros Neto;209
292120 Miguel Calmon;314
292130 Milagres;93
292140 Mirangaba;116
292145 Mirante;112
292150 Monte Santo;305
292160 Morpará;89
292170 Morro do Chapéu;486
292180 Mortugaba;136
292190 Mucugê;149
292200 Mucuri;424
292205 Mulungu do Morro;119
292210 Mundo Novo;189
292220 Muniz Ferreira;71
292225 Muquém de São Francisco;99
292230 Muritiba;250
292240 Mutuípe;203
292250 Nazaré;262
292260 Nilo Peçanha;112
292265 Nordestina;122
292270 Nova Canaã;130
292273 Nova Fátima;76
292275 Nova Ibiá;67
292280 Nova Itarana;104
292285 Nova Redenção;104
292290 Nova Soure;201
292300 Nova Viçosa;322
292303 Novo Horizonte;92
292305 Novo Triunfo;107
292310 Olindina;168
292320 Oliveira dos Brejinhos;265
292330 Ouriçangas;101
292335 Ourolândia;193
292340 Palmas de Monte Alto;161
292350 Palmeiras;95
292360 Paramirim;454
292370 Paratinga;196
292380 Paripiranga;241
292390 Pau Brasil;128
292400 Paulo Afonso;1510
292405 Pé de Serra;149
292410 Pedrão;76
292420 Pedro Alexandre;111
292430 Piatã;189
292440 Pilão Arcado;184
292450 Pindaí;137
292460 Pindobaçu;212
292465 Pintadas;89
292467 Piraí do Norte;84
292470 Piripá;118
292480 Piritiba;203
292490 Planaltino;112
292500 Planalto;146
292510 Poções;447
292520 Pojuca;383
292525 Ponto Novo;148
292530 Porto Seguro;1723
292540 Potiraguá;85
292550 Prado;336
292560 Presidente Dutra;147
292570 Presidente Jânio Quadros;142
292575 Presidente Tancredo Neves;230
292580 Queimadas;216
292590 Quijingue;177
292593 Quixabeira;75
292595 Rafael Jambeiro;291
292600 Remanso;454
292610 Retirolândia;144
292620 Riachão das Neves;153
292630 Riachão do Jacuípe;295
292640 Riacho de Santana;274
292650 Ribeira do Amparo;111
292660 Ribeira do Pombal;605
292665 Ribeirão do Largo;106
292670 Rio de Contas;184
292680 Rio do Antônio;134
292690 Rio do Pires;149
292700 Rio Real;411
292710 Rodelas;185
292720 Ruy Barbosa;352
292730 Salinas da Margarida;134
292740 Salvador;50294
292750 Santa Bárbara;162
292760 Santa Brígida;147
292770 Santa Cruz Cabrália;270
292780 Santa Cruz da Vitória;64
292790 Santa Inês;127
292805 Santa Luzia;122
292810 Santa Maria da Vitória;452
292840 Santa Rita de Cássia;294
292850 Santa Teresinha;133
292800 Santaluz;377
292820 Santana;218
292830 Santanópolis;82
292860 Santo Amaro;519
