MUNICIPIO;QUANTIDADE
150260 Colares;110
150270 Conceição do Araguaia;584
150275 Concórdia do Pará;209
150276 Cumaru do Norte;127
150277 Curionópolis;178
150280 Curralinho;199
150285 Curuá;96
150290 Curuçá;258
150293 Dom Eliseu;480
150295 Eldorado do Carajás;279
150300 Faro;135
150304 Floresta do Araguaia;184
150307 Garrafão do Norte;349
150309 Goianésia do Pará;289
150310 Gurupá;269
150320 Igarapé-Açu;393
150330 Igarapé-Miri;401
150340 Inhangapi;120
150345 Ipixuna do Pará;546
150350 Irituia;254
150360 Itaituba;1008
150370 Itupiranga;367
150375 Jacareacanga;327
150380 Jacundá;417
150390 Juruti;524
150400 Limoeiro do Ajuru;256
150405 Mãe do Rio;258
150410 Magalhães Barata;97
150420 Marabá;3298
150430 Maracanã;285
150440 Marapanim;184
150442 Marituba;1054
150445 Medicilândia;187
150450 Melgaço;169
150460 Mocajuba;181
150470 Moju;298
150475 Mojuí dos Campos;167
150480 Monte Alegre;480
150490 Muaná;294
150495 Nova Esperança do Piriá;220
150497 Nova Ipixuna;168
150500 Nova Timboteua;126
150503 Novo Progresso;433
150506 Novo Repartimento;509
150510 Óbidos;322
150520 Oeiras do Pará;221
150530 Oriximiná;733
150540 Ourém;217
150543 Ourilândia do Norte;409
150548 Pacajá;385
150549 Palestina do Pará;61
150550 Paragominas;1224
150553 Parauapebas;2802
150555 Pau D'Arco;132
150560 Peixe-Boi;76
150563 Piçarra;131
150565 Placas;184
150570 Ponta de Pedras;183
150580 Portel;363
150590 Porto de Moz;269
150600 Prainha;210
150610 Primavera;93
150611 Quatipuru;91
150613 Redenção;1007
150616 Rio Maria;170
150618 Rondon do Pará;327
150619 Rurópolis;289
150620 Salinópolis;374
150630 Salvaterra;132
150635 Santa Bárbara do Pará;151
150640 Santa Cruz do Arari;89
150650 Santa Izabel do Pará;467
150655 Santa Luzia do Pará;151
150658 Santa Maria das Barreiras;169
150660 Santa Maria do Pará;228
150670 Santana do Araguaia;371
150680 Santarém;3477
150690 Santarém Novo;107
150700 Santo Antônio do Tauá;209
150710 São Caetano de Odivelas;144
150715 São Domingos do Araguaia;151
150720 São Domingos do Capim;255
150730 São Félix do Xingu;764
150740 São Francisco do Pará;171
150745 São Geraldo do Araguaia;220
150746 São João da Ponta;58
150747 São João de Pirabas;166
150750 São João do Araguaia;112
150760 São Miguel do Guamá;478
150770 São Sebastião da Boa Vista;179
150775 Sapucaia;89
150780 Senador José Porfírio;125
150790 Soure;192
150795 Tailândia;711
150796 Terra Alta;104
150797 Terra Santa;185
150800 Tomé-Açu;417
150803 Tracuateua;200
150805 Trairão;134
150808 Tucumã;391
150810 Tucuruí;1470
150812 Ulianópolis;387
150815 Uruará;284
150820 Vigia;278
150830 Viseu;360
150835 Vitória do Xingu;198
150840 Xinguara;510
160010 Amapá;152
160020 Calçoene;165
160021 Cutias;98
160023 Ferreira Gomes;206
160025 Itaubal;64
160027 Laranjal do Jari;526
160030 Macapá;7667
160040 Mazagão;236
160050 Oiapoque;302
160015 Pedra Branca do Amapari;189
160053 Porto Grande;307
160055 Pracuúba;62
160060 Santana;1185
160005 Serra do Navio;93
160070 Tartarugalzinho;206
160080 Vitória do Jari;149
170025 Abreulândia;46
170030 Aguiarnópolis;66
170035 Aliança do Tocantins;56
170040 Almas;91
170070 Alvorada;174
170100 Ananás;131
170105 Angico;52
170110 Aparecida do Rio Negro;49
170130 Aragominas;88
170190 Araguacema;63
170200 Araguaçu;193
170210 Araguaína;4314
170215 Araguanã;97
170220 Araguatins;331
170230 Arapoema;160
170240 Arraias;264
170255 Augustinópolis;617
170270 Aurora do Tocantins;42
170290 Axixá do Tocantins;86
170300 Babaçulândia;87
170305 Bandeirantes do Tocantins;57
170307 Barra do Ouro;47
170310 Barrolândia;74
170320 Bernardo Sayão;43
170330 Bom Jesus do Tocantins;35
170360 Brasilândia do Tocantins;30
170370 Brejinho de Nazaré;83
170380 Buriti do Tocantins;117
170382 Cachoeirinha;29
170384 Campos Lindos;101
170386 Cariri do Tocantins;63
170388 Carmolândia;38
170389 Carrasco Bonito;87
170390 Caseara;48
170410 Centenário;41
170510 Chapada da Natividade;57
170460 Chapada de Areia;27
170550 Colinas do Tocantins;379
171670 Colméia;99
170555 Combinado;62
170560 Conceição do Tocantins;60
170600 Couto Magalhães;59
170610 Cristalândia;77
170625 Crixás do Tocantins;31
170650 Darcinópolis;51
170700 Dianópolis;352
170710 Divinópolis do Tocantins;102
170720 Dois Irmãos do Tocantins;88
170730 Dueré;89
170740 Esperantina;86
170755 Fátima;61
170765 Figueirópolis;59
170770 Filadélfia;94
170820 Formoso do Araguaia;220
170825 Fortaleza do Tabocão;58
170830 Goianorte;54
170900 Goiatins;126
170930 Guaraí;471
170950 Gurupi;1745
170980 Ipueiras;38
171050 Itacajá;134
171070 Itaguatins;66
171090 Itapiratins;51
171110 Itaporã do Tocantins;44
171150 Jaú do Tocantins;45
171180 Juarina;32
171190 Lagoa da Confusão;96
171195 Lagoa do Tocantins;48
171200 Lajeado;97
171215 Lavandeira;34
171240 Lizarda;39
171245 Luzinópolis;50
171250 Marianópolis do Tocantins;64
171270 Mateiros;33
171280 Maurilândia do Tocantins;46
171320 Miracema do Tocantins;537
171330 Miranorte;127
171360 Monte do Carmo;92
171370 Monte Santo do Tocantins;28
171395 Muricilândia;54
171420 Natividade;106
171430 Nazaré;63
171488 Nova Olinda;125
171500 Nova Rosalândia;71
171510 Novo Acordo;51
171515 Novo Alegre;60
171525 Novo Jardim;18
171550 Oliveira de Fátima;26
172100 Palmas;7056
171570 Palmeirante;57
171380 Palmeiras do Tocantins;62
171575 Palmeirópolis;118
171610 Paraíso do Tocantins;840
171620 Paranã;142
171630 Pau D'Arco;62
171650 Pedro Afonso;261
171660 Peixe;214
171665 Pequizeiro;65
171700 Pindorama do Tocantins;54
171720 Piraquê;50
171750 Pium;93
171780 Ponte Alta do Bom Jesus;58
171790 Ponte Alta do Tocantins;105
171800 Porto Alegre do Tocantins;42
171820 Porto Nacional;1497
171830 Praia Norte;89
171840 Presidente Kennedy;46
171845 Pugmil;35
171850 Recursolândia;48
171855 Riachinho;48
171865 Rio da Conceição;44
171870 Rio dos Bois;36
171875 Rio Sono;80
171880 Sampaio;38
171884 Sandolândia;43
171886 Santa Fé do Araguaia;88
171888 Santa Maria do Tocantins;44
171889 Santa Rita do Tocantins;34
171890 Santa Rosa do Tocantins;58
171900 Santa Tereza do Tocantins;44
172000 Santa Terezinha do Tocantins;30
172010 São Bento do Tocantins;70
172015 São Félix do Tocantins;39
172020 São Miguel do Tocantins;105
172025 São Salvador do Tocantins;48
172030 São Sebastião do Tocantins;61
172049 São Valério;62
172065 Silvanópolis;91
172080 Sítio Novo do Tocantins;173
172085 Sucupira;23
172090 Taguatinga;179
172093 Taipas do Tocantins;36
172097 Talismã;53
172110 Tocantínia;120
172120 Tocantinópolis;298
172125 Tupirama;29
172130 Tupiratins;33
172208 Wanderlândia;94
172210 Xambioá;190
210005 Açailândia;1032
210010 Afonso Cunha;73
210015 Água Doce do Maranhão;97
210020 Alcântara;193
210030 Aldeias Altas;195
210040 Altamira do Maranhão;116
210043 Alto Alegre do Maranhão;361
210047 Alto Alegre do Pindaré;266
210050 Alto Parnaíba;119
210055 Amapá do Maranhão;64
210060 Amarante do Maranhão;597
210070 Anajatuba;264
210080 Anapurus;107
210083 Apicum-Açu;109
210087 Araguanã;109
210090 Araioses;306
210095 Arame;284
210100 Arari;287
210110 Axixá;148
210120 Bacabal;1352
210125 Bacabeira;147
210130 Bacuri;174
210135 Bacurituba;66
210140 Balsas;1234
210150 Barão de Grajaú;208
210160 Barra do Corda;950
210170 Barreirinhas;566
210177 Bela Vista do Maranhão;114
210173 Belágua;108
210180 Benedito Leite;92
210190 Bequimão;159
210193 Bernardo do Mearim;57
210197 Boa Vista do Gurupi;60
210200 Bom Jardim;390
210203 Bom Jesus das Selvas;307
210207 Bom Lugar;104
210210 Brejo;223
210215 Brejo de Areia;64
210220 Buriti;249
210230 Buriti Bravo;197
210232 Buriticupu;658
210235 Buritirana;103
210237 Cachoeira Grande;77
210240 Cajapió;130
210250 Cajari;146
210255 Campestre do Maranhão;130
210260 Cândido Mendes;175
210270 Cantanhede;184
210275 Capinzal do Norte;128
210280 Carolina;229
210290 Carutapera;336
210300 Caxias;2801
210310 Cedral;111
210312 Central do Maranhão;53
210315 Centro do Guilherme;88
210317 Centro Novo do Maranhão;199
210320 Chapadinha;705
210325 Cidelândia;121
210330 Codó;1425
210340 Coelho Neto;620
210350 Colinas;482
210355 Conceição do Lago-Açu;115
210360 Coroatá;935
210370 Cururupu;431
210375 Davinópolis;110
210380 Dom Pedro;268
210390 Duque Bacelar;115
210400 Esperantinópolis;185
210405 Estreito;379
210407 Feira Nova do Maranhão;70
210408 Fernando Falcão;122
210409 Formosa da Serra Negra;140
210410 Fortaleza dos Nogueiras;93
210420 Fortuna;137
210430 Godofredo Viana;98
210440 Gonçalves Dias;133
210450 Governador Archer;85
210455 Governador Edison Lobão;194
210460 Governador Eugênio Barros;141
210462 Governador Luiz Rocha;72
210465 Governador Newton Bello;131
210467 Governador Nunes Freire;266
210470 Graça Aranha;53
210480 Grajaú;697
210490 Guimarães;119
210500 Humberto de Campos;231
210510 Icatu;197
210515 Igarapé do Meio;164
210520 Igarapé Grande;107
210530 Imperatriz;4154
210535 Itaipava do Grajaú;156
210540 Itapecuru Mirim;636
210542 Itinga do Maranhão;208
210545 Jatobá;104
210547 Jenipapo dos Vieiras;201
210550 João Lisboa;260
210560 Joselândia;172
210565 Junco do Maranhão;67
210570 Lago da Pedra;373
210580 Lago do Junco;153
210594 Lago dos Rodrigues;97
210590 Lago Verde;106
210592 Lagoa do Mato;122
210596 Lagoa Grande do Maranhão;112
210598 Lajeado Novo;48
210600 Lima Campos;169
210610 Loreto;99
210620 Luís Domingues;94
210630 Magalhães de Almeida;156
210632 Maracaçumé;138
210635 Marajá do Sena;56
210637 Maranhãozinho;109
210640 Mata Roma;183
210650 Matinha;164
210660 Matões;359
210663 Matões do Norte;209
210667 Milagres do Maranhão;65
210670 Mirador;294
210675 Miranda do Norte;233
210680 Mirinzal;127
210690 Monção;394
210700 Montes Altos;93
210710 Morros;255
210720 Nina Rodrigues;126
210725 Nova Colinas;53
210730 Nova Iorque;50
210735 Nova Olinda do Maranhão;168
210740 Olho d'Água das Cunhãs;113
210745 Olinda Nova do Maranhão;145
210750 Paço do Lumiar;773
210760 Palmeirândia;194
210770 Paraibano;187
210780 Parnarama;428
210790 Passagem Franca;227
210800 Pastos Bons;184
210805 Paulino Neves;165
210810 Paulo Ramos;140
210820 Pedreiras;678
210825 Pedro do Rosário;227
210830 Penalva;348
210840 Peri Mirim;104
210845 Peritoró;439
210850 Pindaré-Mirim;210
210860 Pinheiro;1064
210870 Pio XII;207
210880 Pirapemas;196
210890 Poção de Pedras;173
210900 Porto Franco;316
210905 Porto Rico do Maranhão;89
210910 Presidente Dutra;889
210920 Presidente Juscelino;103
210923 Presidente Médici;76
210927 Presidente Sarney;139
210930 Presidente Vargas;178
210940 Primeira Cruz;127
210945 Raposa;236
210950 Riachão;151
210955 Ribamar Fiquene;91
210960 Rosário;315
210970 Sambaíba;58
210975 Santa Filomena do Maranhão;70
210980 Santa Helena;331
210990 Santa Inês;925
211000 Santa Luzia;633
211003 Santa Luzia do Paruá;218
211010 Santa Quitéria do Maranhão;279
211020 Santa Rita;393
211023 Santana do Maranhão;113
211027 Santo Amaro do Maranhão;95
211030 Santo Antônio dos Lopes;154
211040 São Benedito do Rio Preto;191
211050 São Bento;280
211060 São Bernardo;202
211065 São Domingos do Azeitão;89
211070 São Domingos do Maranhão;290
211080 São Félix de Balsas;69
211085 São Francisco do Brejão;103
211090 São Francisco do Maranhão;123
211100 São João Batista;184
211102 São João do Carú;135
211105 São João do Paraíso;93
211107 São João do Soter;170
211110 São João dos Patos;330
211120 São José de Ribamar;1237
211125 São José dos Basílios;71
211130 São Luís;22519
211140 São Luís Gonzaga do Maranhão;186
211150 São Mateus do Maranhão;322
211153 São Pedro da Água Branca;108
211157 São Pedro dos Crentes;87
211160 São Raimundo das Mangabeiras;178
211163 São Raimundo do Doca Bezerra;79
211167 São Roberto;71
211170 São Vicente Ferrer;179
211172 Satubinha;110
211174 Senador Alexandre Costa;85
211176 Senador La Rocque;209
211178 Serrano do Maranhão;107
211180 Sítio Novo;197
211190 Sucupira do Norte;99
211195 Sucupira do Riachão;48
211200 Tasso Fragoso;107
211210 Timbiras;355
211220 Timon;1658
211223 Trizidela do Vale;178
211227 Tufilândia;83
211230 Tuntum;451
211240 Turiaçu;307
211245 Turilândia;180
211250 Tutóia;302
211260 Urbano Santos;190
211270 Vargem Grande;460
211280 Viana;490
211285 Vila Nova dos Martírios;110
211290 Vitória do Mearim;306
211300 Vitorino Freire;265
211400 Zé Doca;406
220005 Acauã;54
220010 Agricolândia;52
220020 Água Branca;216
220025 Alagoinha do Piauí;62
220027 Alegrete do Piauí;43
220030 Alto Longá;104
220040 Altos;357
220045 Alvorada do Gurguéia;50
220050 Amarante;207
220060 Angical do Piauí;98
220070 Anísio de Abreu;95
220080 Antônio Almeida;34
220090 Aroazes;61
220095 Aroeiras do Itaim;22
220100 Arraial;58
220105 Assunção do Piauí;67
220110 Avelino Lopes;117
220115 Baixa Grande do Ribeiro;107
220117 Barra D'Alcântara;46
220120 Barras;425
220130 Barreiras do Piauí;29
220140 Barro Duro;68
220150 Batalha;192
220155 Bela Vista do Piauí;43
220157 Belém do Piauí;27
220160 Beneditinos;101
220170 Bertolínia;81
220173 Betânia do Piauí;80
220177 Boa Hora;50
220180 Bocaina;50
220190 Bom Jesus;393
220191 Bom Princípio do Piauí;60
220192 Bonfim do Piauí;40
220194 Boqueirão do Piauí;54
220196 Brasileira;76
220198 Brejo do Piauí;38
220200 Buriti dos Lopes;175
220202 Buriti dos Montes;60
220205 Cabeceiras do Piauí;55
220207 Cajazeiras do Piauí;55
220208 Cajueiro da Praia;61
220209 Caldeirão Grande do Piauí;46
220210 Campinas do Piauí;50
220211 Campo Alegre do Fidalgo;32
220213 Campo Grande do Piauí;45
220217 Campo Largo do Piauí;49
220220 Campo Maior;742
220225 Canavieira;47
220230 Canto do Buriti;258
220240 Capitão de Campos;118
220245 Capitão Gervásio Oliveira;46
220250 Caracol;84
220253 Caraúbas do Piauí;47
220255 Caridade do Piauí;39
220260 Castelo do Piauí;177
220265 Caxingó;45
220270 Cocal;236
220271 Cocal de Telha;55
220272 Cocal dos Alves;64
220273 Coivaras;38
220275 Colônia do Gurguéia;72
220277 Colônia do Piauí;69
220280 Conceição do Canindé;59
220285 Coronel José Dias;25
220290 Corrente;294
220300 Cristalândia do Piauí;86
220310 Cristino Castro;111
220320 Curimatá;134
220323 Currais;33
220327 Curral Novo do Piauí;37
220325 Curralinhos;38
220330 Demerval Lobão;168
220335 Dirceu Arcoverde;65
220340 Dom Expedito Lopes;56
220345 Dom Inocêncio;69
220342 Domingos Mourão;31
220350 Elesbão Veloso;175
220360 Eliseu Martins;61
220370 Esperantina;400
220375 Fartura do Piauí;39
220380 Flores do Piauí;54
220385 Floresta do Piauí;19
220390 Floriano;1142
220400 Francinópolis;49
220410 Francisco Ayres;48
220415 Francisco Macedo;30
220420 Francisco Santos;74
220430 Fronteiras;136
220435 Geminiano;40
220440 Gilbués;122
220450 Guadalupe;152
220455 Guaribas;8
220460 Hugo Napoleão;62
220465 Ilha Grande;78
220470 Inhuma;166
220480 Ipiranga do Piauí;93
220490 Isaías Coelho;71
220500 Itainópolis;114
220510 Itaueira;134
220515 Jacobina do Piauí;49
220520 Jaicós;182
220525 Jardim do Mulato;46
220527 Jatobá do Piauí;32
220530 Jerumenha;48
220535 João Costa;32
220540 Joaquim Pires;102
220545 Joca Marques;46
220550 José de Freitas;320
220551 Juazeiro do Piauí;35
220552 Júlio Borges;64
220553 Jurema;40
220555 Lagoa Alegre;59
220557 Lagoa de São Francisco;59
220556 Lagoa do Barro do Piauí;43
220558 Lagoa do Piauí;33
220559 Lagoa do Sítio;42
220554 Lagoinha do Piauí;28
220560 Landri Sales;63
220570 Luís Correia;272
220580 Luzilândia;237
220585 Madeiro;58
220590 Manoel Emídio;75
220595 Marcolândia;84
220600 Marcos Parente;29
220605 Massapê do Piauí;50
220610 Matias Olímpio;82
220620 Miguel Alves;262
220630 Miguel Leão;21
220635 Milton Brandão;55
220640 Monsenhor Gil;95
220650 Monsenhor Hipólito;62
220660 Monte Alegre do Piauí;88
220665 Morro Cabeça no Tempo;18
220667 Morro do Chapéu do Piauí;49
220669 Murici dos Portelas;54
220670 Nazaré do Piauí;59
220672 Nazária;73
220675 Nossa Senhora de Nazaré;46
220680 Nossa Senhora dos Remédios;64
220795 Nova Santa Rita;36
220690 Novo Oriente do Piauí;68
220695 Novo Santo Antônio;30
220700 Oeiras;545
220710 Olho D'Água do Piauí;22
220720 Padre Marcos;59
220730 Paes Landim;60
220735 Pajeú do Piauí;39
220740 Palmeira do Piauí;35
220750 Palmeirais;131
220755 Paquetá;35
220760 Parnaguá;118
220770 Parnaíba;1789
220775 Passagem Franca do Piauí;38
220777 Patos do Piauí;50
220779 Pau D'Arco do Piauí;45
220780 Paulistana;355
220785 Pavussu;32
220790 Pedro II;330
220793 Pedro Laurentino;25
220800 Picos;1590
220810 Pimenteiras;111
220820 Pio IX;130
220830 Piracuruca;233
220840 Piripiri;839
220850 Porto;112
220855 Porto Alegre do Piauí;33
220860 Prata do Piauí;34
220865 Queimada Nova;67
220870 Redenção do Gurguéia;70
220880 Regeneração;199
220885 Riacho Frio;42
220887 Ribeira do Piauí;32
220890 Ribeiro Gonçalves;86
220900 Rio Grande do Piauí;69
220910 Santa Cruz do Piauí;76
220915 Santa Cruz dos Milagres;32
220920 Santa Filomena;57
220930 Santa Luz;43
220937 Santa Rosa do Piauí;49
220935 Santana do Piauí;35
220940 Santo Antônio de Lisboa;58
220945 Santo Antônio dos Milagres;21
220950 Santo Inácio do Piauí;42
220955 São Braz do Piauí;31
220960 São Félix do Piauí;39
220965 São Francisco de Assis do Piauí;44
220970 São Francisco do Piauí;70
220975 São Gonçalo do Gurguéia;25
220980 São Gonçalo do Piauí;50
220985 São João da Canabrava;35
220987 São João da Fronteira;47
220990 São João da Serra;70
220995 São João da Varjota;37
220997 São João do Arraial;50
221000 São João do Piauí;289
221005 São José do Divino;54
221010 São José do Peixe;43
221020 São José do Piauí;62
221030 São Julião;51
221035 São Lourenço do Piauí;37
221037 São Luis do Piauí;37
221038 São Miguel da Baixa Grande;21
221039 São Miguel do Fidalgo;30
221040 São Miguel do Tapuio;169
221050 São Pedro do Piauí;128
221060 São Raimundo Nonato;453
221062 Sebastião Barros;35
221063 Sebastião Leal;41
221065 Sigefredo Pacheco;70
221070 Simões;131
221080 Simplício Mendes;181
221090 Socorro do Piauí;45
221093 Sussuapara;46
221095 Tamboril do Piauí;34
221097 Tanque do Piauí;42
221100 Teresina;16820
221110 União;349
221120 Uruçuí;243
221130 Valença do Piauí;284
221135 Várzea Branca;31
221140 Várzea Grande;39
221150 Vera Mendes;26
221160 Vila Nova do Piauí;34
221170 Wall Ferraz;27
230010 Abaiara;112
230015 Acarape;122
230020 Acaraú;563
230030 Acopiara;379
230040 Aiuaba;155
230050 Alcântaras;123
230060 Altaneira;97
230070 Alto Santo;220
230075 Amontada;248
230080 Antonina do Norte;70
230090 Apuiarés;100
230100 Aquiraz;989
230110 Aracati;1047
230120 Aracoiaba;503
230125 Ararendá;126
230130 Araripe;176
230140 Aratuba;108
230150 Arneiroz;73
230160 Assaré;219
230170 Aurora;204
230180 Baixio;80
230185 Banabuiú;237
230190 Barbalha;1203
230195 Barreira;207
230200 Barro;179
230205 Barroquinha;143
230210 Baturité;521
230220 Beberibe;422
230230 Bela Cruz;273
230240 Boa Viagem;315
230250 Brejo Santo;699
230260 Camocim;557
230270 Campos Sales;217
230280 Canindé;642
230290 Capistrano;187
230300 Caridade;163
230310 Cariré;210
230320 Caririaçu;326
230330 Cariús;162
230340 Carnaubal;267
230350 Cascavel;690
230360 Catarina;176
230365 Catunda;123
230370 Caucaia;2323
230380 Cedro;195
230390 Chaval;195
230393 Choró;139
230395 Chorozinho;143
230400 Coreaú;267
230410 Crateús;1078
230420 Crato;1261
230423 Croatá;218
230425 Cruz;250
230426 Deputado Irapuan Pinheiro;122
230427 Ererê;88
230428 Eusébio;691
230430 Farias Brito;270
230435 Forquilha;205
230440 Fortaleza;36386
230445 Fortim;160
230450 Frecheirinha;220
230460 General Sampaio;73
230465 Graça;118
230470 Granja;612
230480 Granjeiro;73
230490 Groaíras;114
230495 Guaiúba;188
230500 Guaraciaba do Norte;352
230510 Guaramiranga;76
230520 Hidrolândia;267
230523 Horizonte;723
230526 Ibaretama;154
230530 Ibiapina;300
230533 Ibicuitinga;120
230535 Icapuí;219
230540 Icó;624
230550 Iguatu;1323
230560 Independência;282
230565 Ipaporanga;142
230570 Ipaumirim;111
230580 Ipu;353
230590 Ipueiras;273
230600 Iracema;171
230610 Irauçuba;249
230620 Itaiçaba;126
230625 Itaitinga;476
230630 Itapagé;407
230640 Itapipoca;1210
230650 Itapiúna;250
230655 Itarema;319
230660 Itatira;288
230670 Jaguaretama;239
230680 Jaguaribara;117
230690 Jaguaribe;386
230700 Jaguaruana;362
230710 Jardim;230
230720 Jati;133
230725 Jijoca de Jericoacoara;204
230730 Juazeiro do Norte;2766
230740 Jucás;192
230750 Lavras da Mangabeira;264
230760 Limoeiro do Norte;627
230763 Madalena;149
230765 Maracanaú;2490
230770 Maranguape;799
230780 Marco;211
230790 Martinópole;110
230800 Massapê;336
230810 Mauriti;318
230820 Meruoca;170
230830 Milagres;256
230835 Milhã;195
230837 Miraíma;86
230840 Missão Velha;260
230850 Mombaça;343
230860 Monsenhor Tabosa;281
230870 Morada Nova;426
230880 Moraújo;92
230890 Morrinhos;166
230900 Mucambo;244
230910 Mulungu;106
230920 Nova Olinda;133
230930 Nova Russas;239
230940 Novo Oriente;262
230945 Ocara;286
230950 Orós;219
230960 Pacajus;545
230970 Pacatuba;426
230980 Pacoti;109
230990 Pacujá;85
231000 Palhano;91
231010 Palmácia;99
231020 Paracuru;324
231025 Paraipaba;327
231030 Parambu;386
231040 Paramoti;108
231050 Pedra Branca;616
231060 Penaforte;97
231070 Pentecoste;369
231080 Pereiro;150
231085 Pindoretama;192
231090 Piquet Carneiro;196
231095 Pires Ferreira;94
231100 Poranga;134
231110 Porteiras;151
231120 Potengi;92
231123 Potiretama;64
231126 Quiterianópolis;280
231130 Quixadá;953
231135 Quixelô;132
231140 Quixeramobim;1239
231150 Quixeré;202
231160 Redenção;324
231170 Reriutaba;251
231180 Russas;668
231190 Saboeiro;152
231195 Salitre;222
231220 Santa Quitéria;305
231200 Santana do Acaraú;352
231210 Santana do Cariri;150
231230 São Benedito;492
231240 São Gonçalo do Amarante;716
